Applicant_ID,Age,Monthly_Income_TL,Employment_Type,Employment_Tenure_Years,Education_Level,Marital_Status,Dependents,City,Home_Ownership,Credit_Score,Existing_Monthly_Debt_TL,Requested_Loan_Amount_TL,Loan_Term_Months,Loan_Purpose,Late_Payments_Last_2Y,Has_Guarantor,Loan_Approved
LA-01036,69,88944.05,Retired,21,Bachelor,Single,1,Konya,Mortgage,647,34856.74,1522153.81,120,Vehicle,0,No,Yes
LA-01037,46,32661.64,Public_Sector,9,Master,Single,0,Bursa,Rent,,17214.33,171911.86,120,Vehicle,0,No,No
LA-01038,63,37318.17,Private_Sector,13,High_School,Single,0,Adana,Owner,557,13572.85,191446.15,12,Home,0,No,Yes
LA-01039,38,69400.52,Private_Sector,7,Bachelor,Married,2,Ankara,Family_Home,649,22681.47,185178.67,84,Home,0,No,No
LA-01040,45,37763.36,Retired,9,High_School,Single,0,Ankara,Owner,677,11319.02,98618.71,24,Home,0,No,Yes
LA-01041,53,45773.24,Private_Sector,13,High_School,Married,3,Konya,Owner,504,21474.99,330545.45,12,Other,0,No,No
LA-01042,31,43634.00,Public_Sector,0,Bachelor,Single,2,Adana,Owner,705,11004.87,140945.89,84,Education,1,No,No
LA-01043,42,63479.25,Public_Sector,8,Doctorate,Single,1,Antalya,Rent,665,39314.14,362008.95,48,Other,2,Yes,Yes
LA-01044,66,53438.69,Private_Sector,20,Associate,Single,1,Konya,Mortgage,824,9581.49,87931.31,60,Home,0,No,Yes
LA-01045,68,60487.27,Private_Sector,12,Master,Widowed,3,Konya,Rent,622,14461.81,278233.18,36,Debt_Consolidation,0,No,Yes
LA-01046,29,71625.85,Public_Sector,4,Associate,Married,5,Ankara,Mortgage,656,28756.12,705689.86,36,Business,0,No,No
LA-01047,37,45738.11,Private_Sector,7,Bachelor,Single,0,Ankara,Mortgage,644,16760.20,178502.49,36,Education,0,No,No
LA-01048,48,78838.82,Freelancer,16,High_School,Single,0,Izmir,Family_Home,624,,206562.08,120,Home,0,Yes,No
LA-01049,32,42820.18,,5,Master,Married,2,Antalya,Mortgage,607,12441.02,265260.73,120,Business,1,No,No
LA-01050,61,109854.68,,25,High_School,Single,1,Istanbul,Mortgage,691,,143315.71,60,Business,0,No,Yes
LA-01051,59,81372.94,Private_Sector,18,Master,Married,2,Istanbul,Family_Home,800,19462.02,159231.14,24,Other,0,Yes,Yes
LA-01052,43,48148.98,Private_Sector,6,High_School,Married,3,Konya,Family_Home,619,10996.37,174844.61,24,Vehicle,0,No,No
LA-01053,24,64532.69,Self_Employed,6,Associate,Married,1,Gaziantep,Owner,647,19144.71,113700.84,36,Business,0,Yes,Yes
LA-01054,22,50896.92,Private_Sector,0,High_School,Married,1,Adana,Mortgage,557,30287.71,624410.95,24,Other,1,No,No
LA-01055,42,46859.13,Public_Sector,10,Master,Single,2,Gaziantep,Owner,547,15385.75,145755.21,84,Education,2,No,No
LA-01056,60,76748.70,Private_Sector,,Master,Divorced,0,Istanbul,Rent,719,20799.06,215826.97,24,Debt_Consolidation,0,No,Yes
LA-01057,66,56239.84,Freelancer,20,High_School,Married,3,Izmir,Owner,751,9599.61,208065.21,36,Education,0,No,Yes
LA-01058,27,71766.29,Private_Sector,4,Bachelor,Single,5,Gaziantep,Mortgage,650,,174658.24,12,Business,1,No,No
LA-01059,37,31273.87,Freelancer,4,High_School,Married,3,Ankara,Rent,572,10329.25,173309.57,60,Education,1,No,No
LA-01060,36,44172.51,Public_Sector,6,Bachelor,Single,0,Antalya,Owner,612,23402.89,256437.19,48,Business,1,No,Yes
LA-01061,24,110466.43,Public_Sector,1,Associate,Divorced,0,Istanbul,Owner,709,36047.03,346509.08,36,Home,2,No,No
LA-01062,56,47475.85,Self_Employed,17,High_School,Married,1,Izmir,Mortgage,587,6973.32,402107.29,36,Vehicle,0,No,No
LA-01063,58,42321.22,Private_Sector,16,Bachelor,Single,2,Gaziantep,Owner,573,21327.61,281961.12,84,Vehicle,1,No,No
LA-01064,30,119246.81,Public_Sector,4,Bachelor,Single,2,Bursa,Mortgage,728,27103.43,138266.61,60,Vehicle,0,No,Yes
LA-01065,44,37466.31,Private_Sector,6,Associate,Married,1,Adana,Rent,624,20130.36,269815.98,60,Home,0,No,No
LA-01066,54,40421.36,Private_Sector,11,Bachelor,Married,1,Istanbul,Owner,,19981.79,216523.56,12,Vehicle,1,No,Yes
LA-01067,31,75591.15,Private_Sector,3,Bachelor,Single,0,Istanbul,Family_Home,817,34334.59,68459.21,84,Home,1,Yes,Yes
LA-01068,36,60447.08,Public_Sector,7,Bachelor,Single,0,Izmir,Rent,713,19554.92,450234.37,84,Other,0,No,Yes
LA-01069,22,34381.74,Private_Sector,4,High_School,Single,2,Izmir,Family_Home,762,7326.91,642260.90,24,Vehicle,0,No,Yes
LA-01070,60,42457.80,Private_Sector,14,Bachelor,Married,4,Izmir,Mortgage,801,12652.18,330792.42,24,Home,0,No,Yes
LA-01071,43,38590.17,Private_Sector,5,Master,Widowed,0,Ankara,Mortgage,754,5753.35,260743.22,60,Home,0,No,Yes
LA-01072,33,43122.01,Private_Sector,0,High_School,Single,2,Izmir,Rent,540,26442.21,183819.45,24,Other,0,Yes,No
LA-01073,48,59721.55,Self_Employed,11,Master,Single,2,Izmir,Mortgage,559,33236.10,361920.55,120,Debt_Consolidation,2,No,No
LA-01074,68,35200.02,Self_Employed,28,Doctorate,Single,3,Izmir,Family_Home,663,10124.82,633764.70,36,Debt_Consolidation,0,No,Yes
LA-01075,21,31663.48,Freelancer,0,Associate,Married,4,Istanbul,Mortgage,654,14971.46,655987.50,24,Other,2,No,No
LA-01076,30,21889.61,Self_Employed,7,Bachelor,Married,3,Istanbul,Owner,582,3263.83,80731.85,48,Home,0,No,No
LA-01077,35,79372.52,Freelancer,16,High_School,Married,1,Ankara,Owner,704,,142885.25,84,Debt_Consolidation,0,No,Yes
LA-01078,25,35179.34,Public_Sector,7,Bachelor,Single,0,Gaziantep,Rent,574,9456.60,408685.30,12,Debt_Consolidation,0,No,No
LA-01079,31,59499.75,Private_Sector,6,Bachelor,Single,0,Adana,Mortgage,556,114616.60,144895.55,12,Other,1,No,No
LA-01080,25,36831.08,Private_Sector,3,Bachelor,Single,1,Konya,Rent,544,12447.42,344567.88,24,Business,0,No,No
LA-01081,39,26104.87,Private_Sector,9,Master,Divorced,0,Konya,Owner,591,13274.04,536662.38,24,Business,0,No,No
LA-01082,69,81449.66,Self_Employed,,Master,Single,5,Gaziantep,Mortgage,674,21655.25,330921.05,48,Business,5,Yes,No
LA-01083,37,35618.45,Freelancer,5,Bachelor,Divorced,2,Istanbul,Owner,695,15626.22,152229.36,120,Business,0,No,Yes
LA-01084,64,56747.87,Private_Sector,18,Master,Single,4,Izmir,Rent,666,6261.93,462062.73,36,Other,0,Yes,Yes
LA-01085,59,44404.33,Private_Sector,21,High_School,Married,1,Konya,Owner,749,12166.71,132741.93,12,Other,0,No,Yes
LA-01086,65,82727.95,Public_Sector,25,Bachelor,Married,1,Bursa,Rent,740,6109.97,170281.40,60,Business,0,Yes,Yes
LA-01087,48,71618.99,Private_Sector,14,Associate,Divorced,0,Adana,Family_Home,760,13311.39,1015502.71,48,Home,0,No,Yes
LA-01088,36,30930.05,Private_Sector,7,Master,Married,1,Antalya,Rent,620,16232.87,244029.79,36,Business,0,No,No
LA-01089,58,126266.65,Self_Employed,17,Associate,Divorced,2,Antalya,Owner,739,53816.01,149248.62,48,Home,0,No,Yes
LA-01090,63,43051.17,Private_Sector,,Bachelor,Single,2,Bursa,Mortgage,553,6819.06,1140270.05,12,Education,0,No,No
LA-01091,67,32750.21,Self_Employed,18,Master,Married,1,Gaziantep,Mortgage,666,7967.56,247194.05,60,Debt_Consolidation,4,No,No
LA-01092,41,43145.95,Freelancer,7,High_School,Single,1,Bursa,Owner,622,21259.85,149428.16,24,Debt_Consolidation,5,No,Yes
LA-01093,36,45604.25,Private_Sector,4,Master,Single,2,Konya,Owner,601,21153.39,814664.20,24,Education,1,Yes,No
LA-01094,46,50173.35,Retired,13,Bachelor,Married,0,Ankara,Mortgage,828,15532.57,142577.98,48,Education,1,No,Yes
LA-01095,61,38773.78,Private_Sector,,Master,Single,3,Izmir,Owner,811,18889.50,127738.05,12,Debt_Consolidation,0,No,Yes
LA-01096,55,78615.57,Private_Sector,7,Bachelor,Married,0,Adana,Rent,691,20135.95,282370.67,12,Vehicle,0,No,Yes
LA-01097,44,92131.60,Private_Sector,8,Associate,Married,1,Izmir,Family_Home,778,19888.27,61417.90,12,Debt_Consolidation,,No,Yes
LA-01098,59,35662.24,Self_Employed,17,Bachelor,Single,2,Antalya,Rent,614,21603.23,96397.59,36,Business,0,No,No
LA-01099,34,29860.69,Private_Sector,4,High_School,Divorced,3,Izmir,Rent,713,8820.17,228080.29,120,Education,1,No,Yes
LA-01100,68,90253.00,Private_Sector,14,High_School,Single,0,Antalya,Mortgage,786,14493.33,627461.97,36,Home,0,No,Yes
LA-01101,66,60747.07,Freelancer,22,Bachelor,Single,4,Istanbul,Owner,882,18231.90,358513.89,36,Debt_Consolidation,2,Yes,Yes
LA-01102,63,39703.27,Self_Employed,18,High_School,Single,4,Gaziantep,Rent,663,7552.95,149812.10,60,Business,1,No,Yes
LA-01103,60,,Self_Employed,19,Master,Married,2,Konya,Mortgage,500,25499.34,247624.35,84,Debt_Consolidation,1,No,No
LA-01104,45,53752.46,Private_Sector,14,Bachelor,Married,1,Ankara,Mortgage,676,30099.55,155558.40,12,Other,0,No,Yes
LA-01105,39,56475.99,Public_Sector,3,Bachelor,Divorced,0,Izmir,Owner,655,5938.87,855387.86,120,Home,0,No,Yes
LA-01106,31,52537.45,Public_Sector,6,Associate,Married,2,Gaziantep,Mortgage,658,27065.93,138103.57,48,Home,1,Yes,Yes
LA-01107,57,19980.89,Public_Sector,14,Master,Divorced,1,Istanbul,Owner,603,12098.84,61503.07,12,Debt_Consolidation,0,No,No
LA-01108,25,52508.20,Private_Sector,4,Bachelor,Divorced,1,Gaziantep,Family_Home,675,27508.65,228782.08,120,Education,0,No,Yes
LA-01109,59,55869.08,Freelancer,20,Bachelor,Married,2,Istanbul,Rent,650,7558.71,479677.93,60,Education,0,No,No
LA-01110,35,68075.96,Freelancer,2,Bachelor,Married,0,Ankara,Owner,728,9994.67,124193.95,36,Other,1,No,Yes
LA-01111,39,21069.56,Private_Sector,12,Master,Single,4,Antalya,Mortgage,630,3632.31,311163.40,36,Debt_Consolidation,0,Yes,No
LA-01112,25,65117.21,Public_Sector,3,Master,Single,2,Konya,Rent,690,4551.15,85091.09,120,Other,0,No,No
LA-01113,57,52503.43,Public_Sector,19,High_School,Married,2,Ankara,Rent,683,28717.35,475826.03,36,Other,0,Yes,Yes
LA-01114,34,37556.64,Private_Sector,8,Master,Married,0,Ankara,Rent,638,19490.05,482210.25,84,Education,4,No,No
LA-01115,57,57603.60,Freelancer,15,High_School,Single,3,Konya,Mortgage,740,19152.17,191905.41,12,Home,3,No,Yes
LA-01116,28,67210.24,Freelancer,7,Associate,Married,1,Gaziantep,Rent,695,21926.51,153630.09,12,Home,1,No,No
LA-01117,58,143324.77,Private_Sector,17,Bachelor,Single,2,Ankara,Mortgage,721,30691.66,224712.94,60,Other,0,No,Yes
LA-01118,55,51766.79,Self_Employed,8,Bachelor,Married,0,Istanbul,Rent,536,16814.55,67379.42,36,Vehicle,1,Yes,No
LA-01119,58,25339.45,Freelancer,10,Associate,Married,2,Adana,Rent,558,11791.23,132263.20,24,Vehicle,0,Yes,No
LA-01120,49,62274.45,Private_Sector,13,Master,Married,2,Gaziantep,Owner,732,12536.04,329793.67,120,Other,0,No,Yes
LA-01121,29,76328.49,Self_Employed,3,High_School,Single,3,Adana,Mortgage,599,34425.91,71760.61,12,Home,0,Yes,No
LA-01122,51,47149.68,Retired,11,Bachelor,Single,0,Ankara,Mortgage,639,27279.66,210094.27,120,Debt_Consolidation,1,No,No
LA-01123,51,65418.38,Public_Sector,16,High_School,Single,0,Izmir,Owner,668,31615.93,485726.36,60,Debt_Consolidation,,Yes,Yes
LA-01124,47,44088.83,Self_Employed,14,Bachelor,Married,4,Konya,Rent,643,7119.75,2456897.58,120,Business,1,No,No
LA-01125,53,78267.19,Public_Sector,15,Master,Married,1,Konya,Rent,615,18185.53,437918.27,24,Education,3,No,Yes
LA-01126,27,40603.68,Public_Sector,0,Bachelor,Married,0,Gaziantep,Owner,728,2971.16,272021.08,60,Other,0,Yes,Yes
LA-01127,57,53834.11,Public_Sector,22,Bachelor,Single,0,Ankara,Mortgage,677,28055.85,940139.58,48,Business,0,No,Yes
LA-01128,47,41189.22,Private_Sector,16,Master,Married,0,Konya,Rent,607,5711.44,160525.71,120,Education,0,No,Yes
LA-01129,53,41636.68,Private_Sector,19,Bachelor,Widowed,1,Konya,Owner,644,13254.00,87886.94,24,Debt_Consolidation,0,No,Yes
LA-01130,66,26509.68,Private_Sector,29,Master,Married,2,Konya,Rent,611,10721.57,141645.33,84,Education,1,No,No
LA-01131,65,83748.25,Self_Employed,,Bachelor,Single,1,Ankara,Mortgage,637,44862.77,85779.01,24,Home,0,No,Yes
LA-01132,54,58258.53,Private_Sector,13,Bachelor,Married,2,Konya,Rent,720,22134.05,360964.02,48,Education,0,No,Yes
LA-01133,35,75535.56,Private_Sector,6,Doctorate,Single,4,Bursa,Family_Home,619,29413.53,477454.46,36,Business,0,No,Yes
LA-01134,45,53307.12,Freelancer,11,High_School,Married,2,Adana,Rent,597,13055.56,408276.47,24,Business,0,No,No
LA-01135,39,39546.05,Public_Sector,8,Bachelor,Divorced,3,Gaziantep,Family_Home,580,9016.65,175429.13,48,Home,0,Yes,No
LA-01136,29,57155.19,Private_Sector,5,Bachelor,Single,1,Bursa,Rent,568,27003.94,349303.98,12,Business,0,No,No
LA-01137,43,21454.09,Retired,7,Bachelor,Married,1,Ankara,Rent,551,7954.08,148046.75,24,Debt_Consolidation,1,No,No
LA-01138,35,43564.84,Retired,3,Bachelor,Married,0,Izmir,Rent,549,7715.11,397298.80,12,Debt_Consolidation,0,Yes,No
LA-01139,65,42596.39,Public_Sector,21,Bachelor,Single,1,Istanbul,Rent,673,2403.33,351099.86,48,Debt_Consolidation,,Yes,Yes
LA-01140,44,68310.28,Public_Sector,15,High_School,Married,1,Ankara,Rent,696,10809.26,214278.40,12,Business,1,No,Yes
LA-01141,49,51113.95,Private_Sector,12,High_School,Married,1,Istanbul,Owner,556,19475.87,160349.92,84,Education,0,No,No
LA-01142,46,56268.48,Self_Employed,13,High_School,Divorced,0,Ankara,Family_Home,773,6041.77,132283.22,84,Vehicle,0,No,Yes
LA-01143,62,184632.30,Self_Employed,28,Bachelor,Married,1,Izmir,Mortgage,900,76617.12,630412.16,24,Education,0,No,Yes
LA-01144,61,46274.09,Private_Sector,,Bachelor,Married,1,Bursa,Mortgage,610,26880.94,231192.23,84,Education,0,No,No
LA-01145,41,30479.18,Private_Sector,6,Master,Married,0,Izmir,Mortgage,553,15179.17,126169.67,120,Debt_Consolidation,1,No,No
LA-01146,32,38478.55,Private_Sector,9,High_School,Single,5,Antalya,Rent,596,6224.87,474172.66,12,Other,1,No,No
LA-01147,50,64618.50,Freelancer,,Bachelor,Married,1,Izmir,Mortgage,649,35666.09,173024.46,12,Education,2,No,No
LA-01148,50,61244.16,Public_Sector,12,Doctorate,Divorced,2,Gaziantep,Mortgage,740,16228.53,303180.06,48,Business,0,No,No
LA-01149,54,49288.80,Private_Sector,10,Bachelor,Single,2,Konya,Rent,624,17705.05,224375.84,36,Business,3,No,Yes
LA-01150,30,87006.55,Private_Sector,6,Master,Married,1,Antalya,Owner,660,31358.43,121547.32,120,Debt_Consolidation,0,No,Yes
LA-01151,27,40516.59,Public_Sector,5,High_School,Married,0,Antalya,Family_Home,620,8005.22,306586.63,36,Business,4,No,No
LA-01152,24,70575.35,Public_Sector,0,Bachelor,Widowed,2,Izmir,Family_Home,530,37133.78,124817.17,36,Other,1,No,No
LA-01153,21,51655.29,Private_Sector,0,Bachelor,Divorced,1,Izmir,Owner,554,29105.45,387550.35,24,Vehicle,2,No,Yes
LA-01154,69,95238.72,Self_Employed,15,Master,Married,1,Konya,Rent,561,57225.29,420124.05,12,Education,0,Yes,Yes
LA-01155,35,66695.64,Private_Sector,5,High_School,Single,3,Bursa,Family_Home,688,22861.02,690758.36,120,Business,0,No,Yes
LA-01156,41,79556.98,Private_Sector,10,Bachelor,Single,0,Konya,Mortgage,690,9192.05,199627.15,84,Other,1,No,Yes
LA-01157,39,36776.66,Private_Sector,12,Associate,Single,3,Izmir,Family_Home,691,15875.73,1284476.88,48,Education,0,Yes,Yes
LA-01158,21,54059.25,Private_Sector,0,Associate,Married,3,Istanbul,Rent,573,11236.81,511773.54,60,Debt_Consolidation,1,Yes,No
LA-01159,21,152523.82,Public_Sector,0,High_School,Single,3,Antalya,Owner,691,7975.83,481191.11,84,Other,4,No,Yes
LA-01160,23,66845.29,Freelancer,0,Associate,Married,1,Ankara,Owner,584,29635.42,224235.41,84,Home,0,No,Yes
LA-01161,24,45923.13,Private_Sector,6,Bachelor,Married,2,Antalya,Mortgage,746,25006.15,173984.32,24,Debt_Consolidation,0,No,Yes
LA-01162,57,40826.78,Private_Sector,9,High_School,Single,2,Gaziantep,Mortgage,714,13422.19,209081.49,48,Business,0,No,No
LA-01163,67,37043.85,Private_Sector,20,Master,Single,1,Istanbul,Family_Home,499,5812.41,918388.07,84,Business,0,No,No
LA-01164,21,39162.53,Self_Employed,2,High_School,Divorced,0,Antalya,Mortgage,730,23078.64,211402.69,120,Vehicle,0,No,No
LA-01165,22,42520.05,Private_Sector,0,Bachelor,Married,2,Adana,Family_Home,669,9230.15,303346.18,24,Home,0,No,No
LA-01166,57,33359.18,Private_Sector,15,Bachelor,Single,0,Adana,Family_Home,560,3472.40,378513.08,84,Education,2,No,No
LA-01167,29,50051.11,Public_Sector,4,Associate,Married,1,Antalya,Owner,589,6494.39,128194.68,120,Vehicle,1,No,No
LA-01168,25,57434.23,Private_Sector,1,High_School,Married,1,Bursa,Family_Home,557,22894.09,226569.84,84,Home,0,No,No
LA-01169,24,55309.64,,0,Bachelor,Married,2,Istanbul,Family_Home,693,,268132.67,84,Other,0,No,Yes
LA-01170,28,47101.57,Private_Sector,0,High_School,Divorced,1,Gaziantep,Rent,552,12562.97,202069.36,24,Other,1,No,No
LA-01171,32,73498.15,Private_Sector,13,Bachelor,Divorced,2,Bursa,Family_Home,578,5413.91,482834.10,120,Home,1,No,No
LA-01172,36,40512.50,Private_Sector,4,Bachelor,Married,1,Antalya,Family_Home,814,22522.66,794519.57,120,Other,2,Yes,No
LA-01173,25,45824.76,Retired,2,High_School,Married,0,Adana,Family_Home,626,20733.01,243620.19,12,Business,0,No,No
LA-01174,43,42936.62,Freelancer,11,High_School,Divorced,4,Istanbul,Rent,581,11605.13,798959.27,60,Vehicle,3,No,No
LA-01175,52,44473.48,Freelancer,10,High_School,Single,0,Gaziantep,Mortgage,699,13968.85,177567.15,120,Other,0,No,No
LA-01176,27,36434.95,Public_Sector,2,Master,Widowed,5,Ankara,Mortgage,555,1943.86,152395.81,60,Other,2,No,No
LA-01177,42,33889.28,Public_Sector,7,Bachelor,Married,2,Ankara,Mortgage,549,9191.32,368301.60,36,Education,0,No,No
LA-01178,40,73393.28,Private_Sector,5,Doctorate,Single,4,Ankara,Mortgage,692,39759.08,132328.31,24,Education,1,No,Yes
LA-01179,24,69382.05,Private_Sector,4,Master,Married,0,Antalya,Owner,620,,122562.38,24,Vehicle,1,No,No
LA-01180,50,36630.57,Self_Employed,11,Bachelor,Married,0,Antalya,Mortgage,479,11104.53,727224.66,48,Business,1,No,No
LA-01181,62,89565.76,Private_Sector,17,High_School,Divorced,2,Adana,Rent,761,45606.76,468893.54,36,Vehicle,0,Yes,Yes
LA-01182,26,35700.85,Self_Employed,3,High_School,Single,2,Adana,Mortgage,566,14614.06,384769.72,36,Debt_Consolidation,3,No,No
LA-01183,35,39617.60,Public_Sector,10,Master,Married,0,Istanbul,Rent,696,4919.00,180304.84,24,Other,0,Yes,Yes
LA-01184,37,57492.87,Public_Sector,11,Master,Single,0,Konya,Mortgage,732,14854.67,576987.12,36,Business,0,No,Yes
LA-01185,45,24795.22,Public_Sector,9,Master,Married,2,Izmir,Family_Home,791,14933.24,86959.36,12,Debt_Consolidation,0,No,No
LA-01186,46,72580.38,Private_Sector,2,Bachelor,Single,1,Gaziantep,Mortgage,690,16528.57,412586.63,60,Vehicle,0,No,Yes
LA-01187,56,104615.23,Freelancer,9,Associate,Married,1,Bursa,Mortgage,755,36154.93,102632.83,84,Education,0,Yes,Yes
LA-01188,58,39268.65,Self_Employed,9,Bachelor,Single,0,Istanbul,Owner,607,4010.49,143164.60,36,Vehicle,0,No,No
LA-01189,29,39258.28,Private_Sector,1,Associate,Single,0,Istanbul,Family_Home,640,22830.82,211555.14,36,Debt_Consolidation,1,Yes,No
LA-01190,22,85779.70,Freelancer,4,High_School,Married,0,Ankara,Mortgage,694,23203.63,133576.54,12,Other,0,Yes,Yes
LA-01191,60,87166.68,Private_Sector,12,High_School,Divorced,0,Izmir,Owner,679,47642.52,613861.48,48,Debt_Consolidation,1,No,Yes
LA-01192,25,27964.28,Private_Sector,3,Associate,Married,4,Gaziantep,Rent,624,1870.53,475254.31,120,Debt_Consolidation,2,No,No
LA-01193,28,96903.06,Private_Sector,0,Bachelor,Single,0,Konya,Rent,772,30832.37,311224.77,24,Education,0,No,Yes
LA-01194,61,68704.77,Freelancer,12,Associate,Married,0,Antalya,Family_Home,846,18226.42,321611.16,84,Business,0,Yes,Yes
LA-01195,50,99769.98,Freelancer,17,High_School,Divorced,0,Adana,Rent,,11138.00,248156.78,36,Vehicle,0,No,No
LA-01196,35,29715.83,Private_Sector,11,Bachelor,Married,1,Istanbul,Mortgage,628,17825.49,310628.89,120,Home,1,No,No
LA-01197,56,49603.41,Public_Sector,17,Master,Single,5,Istanbul,Rent,647,10502.71,198039.41,48,Vehicle,1,No,No
LA-01198,46,58898.86,Private_Sector,14,Bachelor,Married,4,Gaziantep,Owner,697,31539.24,452344.08,120,Education,0,No,No
LA-01199,47,58301.46,Public_Sector,4,Bachelor,Single,0,Ankara,Rent,678,35277.60,594813.45,12,Business,0,No,No
LA-01200,57,96049.56,Private_Sector,18,High_School,Single,2,Adana,Rent,714,48460.57,188476.33,24,Education,0,No,No
LA-01201,33,64999.97,Private_Sector,3,High_School,Married,1,Izmir,Owner,717,28818.65,84390.16,24,Business,0,Yes,No
LA-01202,49,49416.49,Private_Sector,8,Doctorate,Married,3,Antalya,Rent,738,3340.54,161246.71,120,Debt_Consolidation,1,Yes,Yes
LA-01203,45,53194.82,Public_Sector,9,High_School,Single,2,Bursa,Rent,483,5292.66,348248.98,60,Other,2,No,No
LA-01204,68,77301.17,Private_Sector,20,Master,Married,2,Konya,Mortgage,720,29765.71,643090.42,120,Vehicle,0,Yes,Yes
LA-01205,63,30451.89,Private_Sector,10,Bachelor,Married,1,Gaziantep,Owner,599,6406.11,154183.60,60,Business,0,Yes,No
LA-01206,62,151705.96,Self_Employed,15,Bachelor,Married,1,Konya,Rent,795,11511.60,570527.08,12,Other,0,No,Yes
LA-01207,29,43716.80,Public_Sector,4,High_School,Single,0,Adana,Rent,611,21309.99,308626.85,36,Education,1,No,No
LA-01208,31,,Retired,0,Master,Married,2,Konya,Rent,591,11690.89,586309.37,48,Debt_Consolidation,3,No,No
LA-01209,29,54274.92,Private_Sector,6,Bachelor,Married,0,Izmir,Rent,586,18072.82,481190.42,24,Vehicle,3,No,No
LA-01210,24,33625.08,Private_Sector,6,High_School,Married,1,Ankara,Rent,616,,94439.73,84,Other,1,No,No
LA-01211,49,35508.63,Public_Sector,10,Master,Single,1,Ankara,Mortgage,698,8211.39,251624.12,12,Other,6,No,No
LA-01212,42,23532.87,Public_Sector,11,Associate,Single,,Adana,Rent,618,2766.36,312979.52,36,Education,4,No,No
LA-01213,48,48891.66,Private_Sector,10,Bachelor,Single,1,Antalya,Rent,577,23435.98,410368.91,24,Business,2,No,No
LA-01214,69,57214.26,Private_Sector,25,Bachelor,Married,2,Ankara,Mortgage,626,4451.31,161624.80,48,Education,0,No,Yes
LA-01215,26,36542.44,Public_Sector,0,Master,Married,2,Gaziantep,Owner,630,18362.10,132360.22,60,Home,0,No,Yes
LA-01216,40,40815.85,Private_Sector,11,Master,Single,2,Konya,Mortgage,680,22635.90,614303.01,36,Business,0,No,No
LA-01217,35,108610.71,Public_Sector,9,Associate,Married,3,Ankara,Owner,629,48753.16,444421.25,36,Education,1,No,No
LA-01218,56,,Private_Sector,11,High_School,Married,3,Bursa,Owner,649,29245.86,247042.09,60,Vehicle,0,Yes,No
LA-01219,57,36834.25,Private_Sector,8,Master,Married,2,Ankara,Rent,592,11900.81,68814.90,120,Debt_Consolidation,4,Yes,No
LA-01220,53,99962.58,Private_Sector,17,Master,Married,2,Istanbul,Rent,823,19156.42,145832.50,60,Debt_Consolidation,,No,Yes
LA-01221,64,46891.45,Public_Sector,17,Associate,Single,2,Antalya,Mortgage,700,16537.28,247720.01,48,Education,0,No,Yes
LA-01222,34,105863.37,Private_Sector,0,High_School,Single,0,Istanbul,Mortgage,836,56881.39,174184.06,12,Home,0,No,Yes
LA-01223,34,30677.49,Public_Sector,14,High_School,Married,2,Istanbul,Owner,509,15292.64,182536.88,84,Vehicle,0,No,No
LA-01224,68,74765.56,Self_Employed,22,High_School,Married,2,Bursa,Owner,645,32142.98,86171.98,60,Business,0,No,Yes
LA-01225,32,21215.49,Retired,0,High_School,Single,0,Konya,Owner,661,12369.44,414622.16,120,Education,1,No,No
LA-01226,58,52104.88,Private_Sector,22,Associate,Divorced,0,Bursa,Rent,726,27623.62,595816.03,48,Vehicle,0,No,No
LA-01227,27,42895.84,Retired,0,Associate,Married,0,Istanbul,Owner,578,14827.85,267422.60,48,Debt_Consolidation,2,Yes,No
LA-01228,68,42456.28,Freelancer,20,Master,Single,0,Istanbul,Family_Home,665,16702.50,270286.98,120,Other,0,No,Yes
LA-01229,44,87412.24,Freelancer,12,Bachelor,Single,2,Izmir,Owner,743,20755.90,188483.18,36,Other,0,No,Yes
LA-01230,43,52724.64,Private_Sector,11,High_School,Single,2,Istanbul,Family_Home,795,24888.12,113528.17,60,Business,0,No,Yes
LA-01231,30,23598.84,,1,Master,Widowed,2,Ankara,Mortgage,566,7650.62,871831.21,12,Home,1,No,No
LA-01232,28,51894.29,Private_Sector,,Associate,Married,2,Izmir,Rent,779,14698.69,167767.58,60,Other,1,No,Yes
LA-01233,42,111272.72,Self_Employed,7,Bachelor,Single,1,Konya,Rent,680,65057.31,582487.23,48,Education,0,No,Yes
LA-01234,21,42337.27,Self_Employed,0,Bachelor,Married,1,Izmir,Mortgage,595,13908.95,150397.02,84,Education,1,No,No
LA-01235,41,47659.65,Private_Sector,5,Master,Single,4,Ankara,Mortgage,608,25445.10,134298.34,120,Vehicle,0,No,No
LA-01236,38,36994.96,Self_Employed,3,High_School,Single,1,Izmir,Owner,563,9336.17,575008.19,60,Debt_Consolidation,0,No,No
LA-01237,51,39786.83,Private_Sector,16,Master,Married,1,Antalya,Rent,628,24336.97,375454.18,60,Business,1,No,No
LA-01238,21,47532.48,Private_Sector,0,Bachelor,Single,3,Antalya,Rent,797,25658.00,380468.86,24,Debt_Consolidation,0,No,Yes
LA-01239,23,50744.39,Self_Employed,2,Master,Single,2,Izmir,Family_Home,665,21396.27,507178.47,48,Education,4,No,No
LA-01240,51,34073.14,Self_Employed,16,Master,Single,1,Bursa,Mortgage,656,11857.05,307850.64,48,Business,2,Yes,Yes
LA-01241,60,31228.17,Self_Employed,15,Associate,Single,1,Ankara,Rent,740,11571.48,321461.18,48,Debt_Consolidation,1,No,Yes
