Property_ID,District,Building_Type,Gross_Area_m2,Rooms,Bathrooms,Building_Age,Floor,Total_Floors,Heating_Type,Furnished_Status,Parking_Spaces,Balconies,In_Residential_Complex,View_Type,Distance_to_Center_km,Distance_to_Transit_km,Elevator,Security,Price_TL
HP-01278,Beylikduzu,Residence,131.1,3,1,0,26,38,Natural_Gas,Semi_Furnished,1,,Yes,Street,4.38,0.43,No,Yes,5945670.08
HP-01279,Karsiyaka,Villa,181.7,5,2,19,0,4,Heat_Pump,Unfurnished,1,2,Yes,Street,10.40,1.45,Yes,Yes,11967394.28
HP-01280,Sisli,Apartment,141.3,5,2,,1,4,Central,Unfurnished,2,2,Yes,Street,1.62,1.26,Yes,Yes,13314605.60
HP-01281,Cankaya,Apartment,119.5,3,1,2,15,28,Natural_Gas,Unfurnished,1,2,No,Street,2.08,0.09,Yes,No,8320663.95
HP-01282,Beylikduzu,Villa,168.3,5,2,37,0,5,Natural_Gas,Unfurnished,0,0,Yes,Park,8.42,0.14,No,No,7225467.32
HP-01283,Uskudar,Apartment,,5,2,1,7,19,Natural_Gas,Furnished,2,1,No,Street,18.10,0.96,Yes,Yes,10223814.46
HP-01284,Kadikoy,Apartment,119.7,3,1,5,18,22,Natural_Gas,Furnished,1,0,Yes,Park,2.65,1.27,Yes,Yes,11291972.13
HP-01285,Sisli,Apartment,107.1,4,2,8,0,12,Natural_Gas,Semi_Furnished,2,4,No,Street,1.96,0.92,Yes,Yes,8747596.88
HP-01286,Karsiyaka,Apartment,150.8,4,2,7,10,15,Natural_Gas,Unfurnished,1,1,No,City,0.68,1.39,No,Yes,7640568.92
HP-01287,Nilufer,Villa,175.8,4,1,18,0,6,Central,Unfurnished,1,1,Yes,Park,11.42,1.58,No,No,9128238.66
HP-01288,Nilufer,Apartment,132.3,5,2,43,0,2,Natural_Gas,Unfurnished,2,1,Yes,Street,2.68,1.77,No,Yes,4096150.72
HP-01289,Karsiyaka,Apartment,97.6,2,1,27,17,23,Natural_Gas,Semi_Furnished,0,4,No,Nature,4.40,1.59,Yes,No,3863048.26
HP-01290,Kadikoy,Apartment,76.6,2,1,10,16,20,Natural_Gas,Unfurnished,3,0,No,Sea,10.24,0.69,No,Yes,7572702.19
HP-01291,Kadikoy,Residence,206.6,7,2,66,27,36,Natural_Gas,Unfurnished,2,1,No,Street,8.90,0.86,No,Yes,10847592.47
HP-01292,Cankaya,Villa,149.5,5,2,6,0,12,Heat_Pump,Unfurnished,1,1,Yes,City,5.82,1.48,Yes,No,11126990.35
HP-01293,Kadikoy,Apartment,170.4,6,2,18,19,28,Natural_Gas,Furnished,2,2,No,Street,4.62,1.70,Yes,Yes,12021655.95
HP-01294,Cankaya,Residence,146.2,4,2,4,26,32,Electric,Unfurnished,2,2,Yes,Street,2.46,3.94,Yes,No,9896654.56
HP-01295,Atasehir,Residence,93.4,3,1,10,10,19,Heat_Pump,Furnished,1,3,Yes,Nature,7.11,0.41,Yes,No,8205292.80
HP-01296,Nilufer,Apartment,91.3,2,1,2,9,20,Natural_Gas,Unfurnished,1,2,No,Sea,2.06,0.49,No,No,5419302.77
HP-01297,Uskudar,Apartment,144.3,4,2,22,6,19,Natural_Gas,Semi_Furnished,1,2,Yes,Street,1.60,0.50,Yes,No,8683735.87
HP-01298,Konyaalti,Apartment,135.5,3,1,36,0,12,Central,Unfurnished,1,2,Yes,Park,3.27,1.41,Yes,Yes,5660133.88
HP-01299,Besiktas,Residence,110.9,3,1,11,12,18,Natural_Gas,Furnished,1,2,Yes,Street,24.19,1.28,Yes,Yes,8658896.74
HP-01300,Atasehir,Apartment,35.0,1,1,5,1,14,Heat_Pump,Furnished,0,1,No,Sea,4.27,0.71,Yes,No,2258862.50
HP-01301,Atasehir,Apartment,76.2,2,1,1,26,36,Natural_Gas,Semi_Furnished,1,1,No,City,14.77,1.39,Yes,No,4587121.10
HP-01302,Karsiyaka,Detached,230.1,8,3,26,0,9,Natural_Gas,Semi_Furnished,1,2,No,Street,,0.78,No,No,9782839.09
HP-01303,Konyaalti,Detached,134.8,4,2,11,0,5,Natural_Gas,Furnished,3,3,No,Park,11.05,3.20,Yes,Yes,8874713.68
HP-01304,Karsiyaka,Apartment,174.1,5,2,14,23,36,Natural_Gas,Unfurnished,1,1,No,City,12.76,3.18,No,No,7136249.06
HP-01305,Karsiyaka,Apartment,35.0,1,1,4,11,24,Natural_Gas,Unfurnished,1,1,No,Nature,1.12,0.70,No,No,2060423.29
HP-01306,Beylikduzu,Apartment,130.9,4,2,34,25,29,Natural_Gas,Furnished,0,2,Yes,Sea,6.90,0.87,Yes,No,4281048.49
HP-01307,Beylikduzu,Apartment,165.8,5,2,,26,35,Coal,Semi_Furnished,1,1,No,Nature,12.69,0.21,No,No,3783408.68
HP-01308,Kadikoy,Residence,100.5,3,1,4,16,28,Central,Unfurnished,1,4,Yes,Street,8.24,,Yes,Yes,8071383.43
HP-01309,Nilufer,Apartment,76.8,2,1,1,20,31,Heat_Pump,Unfurnished,0,2,Yes,Park,15.06,2.04,No,No,3446306.76
HP-01310,Karsiyaka,Apartment,120.5,3,1,6,15,18,Natural_Gas,Semi_Furnished,1,2,Yes,Sea,4.93,1.87,No,Yes,7089559.90
HP-01311,Kadikoy,Apartment,109.3,3,1,8,5,7,Natural_Gas,Furnished,2,1,Yes,Street,5.32,0.90,Yes,No,7718627.85
HP-01312,Beylikduzu,Apartment,37.3,1,1,6,26,28,Natural_Gas,Semi_Furnished,1,3,Yes,Street,4.72,0.81,Yes,No,1231378.63
HP-01313,Nilufer,Residence,101.7,3,1,4,28,35,Electric,Unfurnished,1,1,Yes,Park,3.77,0.05,No,Yes,5467154.13
HP-01314,Uskudar,Townhouse,132.8,5,2,21,15,19,Natural_Gas,Unfurnished,1,1,Yes,City,8.51,1.21,No,No,8875008.98
HP-01315,Kadikoy,Apartment,74.9,2,1,7,11,18,Natural_Gas,Furnished,0,1,No,Nature,9.58,1.36,Yes,Yes,15266429.40
HP-01316,Kadikoy,Detached,190.3,6,3,27,0,7,Coal,Unfurnished,0,1,No,Nature,1.94,0.98,Yes,Yes,16140071.61
HP-01317,Karsiyaka,Apartment,150.4,5,2,7,7,18,Heat_Pump,Unfurnished,3,1,No,Park,5.51,1.72,No,No,7835220.84
HP-01318,Sisli,Apartment,148.5,4,2,36,10,14,Central,Unfurnished,1,1,Yes,Park,1.00,0.89,Yes,Yes,10059388.39
HP-01319,Nilufer,Townhouse,152.7,4,2,45,6,17,Heat_Pump,Unfurnished,2,3,Yes,Park,2.42,0.46,No,Yes,5638514.69
HP-01320,Atasehir,Townhouse,177.6,6,2,7,5,16,Natural_Gas,Unfurnished,3,2,No,Nature,4.53,1.36,Yes,Yes,13093973.38
HP-01321,Karsiyaka,Apartment,176.9,5,2,3,27,33,Natural_Gas,Semi_Furnished,3,1,No,Nature,1.09,1.81,Yes,No,11843748.72
HP-01322,Beylikduzu,Residence,56.2,2,1,3,26,38,Central,Unfurnished,0,0,No,Street,12.31,1.62,Yes,No,1810239.58
HP-01323,Atasehir,Apartment,178.8,5,2,4,27,31,Electric,Furnished,1,2,Yes,City,3.78,1.05,Yes,No,11980482.04
HP-01324,Atasehir,Apartment,189.0,5,2,2,18,23,Natural_Gas,Semi_Furnished,1,2,Yes,Street,2.68,1.72,No,No,14465080.52
HP-01325,Besiktas,Apartment,156.8,5,2,10,18,23,Natural_Gas,Unfurnished,1,0,No,Park,4.14,1.40,Yes,No,15494296.22
HP-01326,Nilufer,Apartment,57.7,2,1,38,,25,Natural_Gas,Semi_Furnished,1,1,Yes,Street,10.27,0.58,Yes,No,1666108.82
HP-01327,Besiktas,Detached,691.1,12,5,64,0,12,Natural_Gas,Unfurnished,1,1,No,Nature,9.88,0.68,No,Yes,42412598.67
HP-01328,Beylikduzu,Apartment,179.8,6,2,18,18,27,Natural_Gas,Unfurnished,1,1,Yes,Sea,4.53,0.51,Yes,Yes,7298557.12
HP-01329,Kadikoy,Villa,223.3,7,3,5,0,3,Electric,Semi_Furnished,0,2,Yes,Street,11.53,0.62,Yes,No,26625341.50
HP-01330,Atasehir,Detached,,4,1,1,0,12,Natural_Gas,Unfurnished,1,1,No,Park,15.71,1.05,Yes,No,12889759.16
HP-01331,Beylikduzu,Townhouse,219.9,7,3,17,13,15,Central,Unfurnished,1,2,No,Street,3.66,0.86,Yes,Yes,6080053.76
HP-01332,Cankaya,Apartment,93.6,3,1,16,16,21,Natural_Gas,Unfurnished,3,2,Yes,City,5.06,1.02,No,No,4645068.98
HP-01333,Atasehir,Apartment,148.6,4,2,6,2,12,Natural_Gas,Unfurnished,1,2,Yes,City,4.89,,Yes,Yes,8566775.28
HP-01334,Kadikoy,Detached,177.0,5,2,,0,2,Natural_Gas,Furnished,2,3,Yes,City,5.26,1.34,No,No,16264910.46
HP-01335,Kadikoy,Apartment,128.7,3,1,0,14,19,Natural_Gas,Semi_Furnished,1,1,No,Street,15.77,0.72,No,No,8259179.07
HP-01336,Sisli,Apartment,207.2,6,3,54,7,10,Electric,Semi_Furnished,2,2,No,Nature,7.65,0.27,Yes,No,12790529.47
HP-01337,Beylikduzu,Detached,251.2,7,3,44,0,9,Central,Semi_Furnished,1,2,No,City,22.59,1.31,No,No,6258245.62
HP-01338,Nilufer,Apartment,103.0,3,1,0,4,16,Natural_Gas,Semi_Furnished,1,1,Yes,City,5.18,0.74,Yes,No,4784576.21
HP-01339,Konyaalti,Apartment,93.0,3,1,2,19,27,Natural_Gas,Unfurnished,2,1,No,Street,5.44,1.82,Yes,Yes,5671429.68
HP-01340,Cankaya,Residence,111.5,3,1,53,25,28,Natural_Gas,Unfurnished,2,4,No,City,4.43,0.79,Yes,Yes,4688954.00
HP-01341,Kadikoy,Apartment,63.6,1,1,8,,5,Natural_Gas,Furnished,2,1,No,City,5.08,0.47,Yes,No,4351476.04
HP-01342,Cankaya,Apartment,189.8,7,2,6,4,9,Central,Unfurnished,1,0,Yes,City,8.00,0.97,No,Yes,10348622.67
HP-01343,Karsiyaka,Residence,35.0,1,1,1,21,30,Natural_Gas,Semi_Furnished,1,2,No,Park,3.16,1.87,Yes,Yes,2035264.02
HP-01344,Konyaalti,Residence,105.1,3,1,56,0,3,Central,Semi_Furnished,2,2,No,Street,13.46,3.29,Yes,No,3805432.59
HP-01345,Sisli,Residence,95.7,2,1,8,14,25,Central,Furnished,1,1,Yes,Street,7.59,1.15,Yes,No,6530873.39
HP-01346,Besiktas,Apartment,164.1,4,1,36,18,30,Natural_Gas,Furnished,1,0,No,Park,4.92,0.91,Yes,Yes,13581316.46
HP-01347,Atasehir,Apartment,196.8,5,2,6,10,22,Natural_Gas,Unfurnished,0,2,No,City,,1.62,Yes,No,11828376.21
HP-01348,Konyaalti,Detached,175.5,6,3,18,0,5,Natural_Gas,Unfurnished,1,1,Yes,City,10.19,0.72,Yes,No,10257479.94
HP-01349,Nilufer,Apartment,143.0,4,1,15,4,10,Natural_Gas,Furnished,1,2,No,City,2.02,0.34,Yes,No,5471079.33
HP-01350,Nilufer,Apartment,37.7,1,1,1,11,13,Coal,Furnished,0,1,No,City,4.63,1.87,No,No,6169451.31
HP-01351,Cankaya,Residence,115.7,3,1,13,5,7,Central,Furnished,0,1,Yes,Street,5.40,0.23,Yes,Yes,7035742.07
HP-01352,Atasehir,Villa,168.6,5,,3,0,9,,Semi_Furnished,1,1,Yes,Street,11.86,3.38,Yes,Yes,15325608.29
HP-01353,Cankaya,Townhouse,223.2,8,3,7,4,10,Natural_Gas,Unfurnished,1,1,No,Street,6.70,0.98,Yes,Yes,11225375.26
HP-01354,Sisli,Apartment,48.6,1,1,5,17,21,Electric,Semi_Furnished,1,2,No,Nature,10.54,0.82,Yes,Yes,3155178.99
HP-01355,Nilufer,Residence,140.8,5,2,11,14,26,Natural_Gas,Furnished,2,1,No,City,2.25,0.40,Yes,Yes,6661690.73
HP-01356,Atasehir,Residence,53.5,1,1,1,7,17,Natural_Gas,Unfurnished,2,1,No,Park,2.09,1.19,Yes,No,4797227.30
HP-01357,Besiktas,Apartment,131.7,3,1,44,11,15,Natural_Gas,Unfurnished,1,1,No,City,5.99,0.57,Yes,No,10676367.16
HP-01358,Kadikoy,Detached,137.6,4,1,8,0,3,Natural_Gas,Unfurnished,1,1,No,Park,5.76,0.40,Yes,No,13831390.44
HP-01359,Kadikoy,Detached,302.7,9,4,9,0,6,Coal,Unfurnished,1,0,No,City,5.39,0.52,Yes,No,29551153.47
HP-01360,Konyaalti,Residence,98.3,3,1,25,27,36,Natural_Gas,Semi_Furnished,1,2,Yes,Street,6.17,1.00,Yes,No,5113109.72
HP-01361,Cankaya,Apartment,69.4,2,1,18,23,32,Natural_Gas,Unfurnished,1,2,No,Sea,1.59,1.57,Yes,Yes,4191368.09
HP-01362,Konyaalti,Apartment,148.3,4,1,67,27,38,Heat_Pump,Unfurnished,0,1,Yes,Street,4.58,0.35,No,Yes,4335158.85
HP-01363,Atasehir,Villa,115.5,3,1,22,0,2,Electric,Unfurnished,1,1,No,Nature,0.98,0.96,Yes,Yes,10946672.80
HP-01364,Sisli,Villa,130.9,4,1,19,0,11,Natural_Gas,Unfurnished,1,4,Yes,Street,13.89,0.15,No,No,13719165.52
HP-01365,Konyaalti,Apartment,153.8,4,2,33,18,29,Natural_Gas,Unfurnished,1,1,Yes,City,4.71,0.38,Yes,Yes,7970572.71
HP-01366,Uskudar,Apartment,121.3,4,2,0,25,32,Natural_Gas,Semi_Furnished,1,1,No,City,9.75,0.35,Yes,Yes,7979507.66
HP-01367,Besiktas,Apartment,159.4,4,1,12,26,34,Natural_Gas,Unfurnished,2,2,No,Park,7.27,1.12,Yes,No,20970625.47
HP-01368,Uskudar,Villa,185.4,5,2,1,0,3,Natural_Gas,Unfurnished,0,2,No,Nature,2.54,1.30,Yes,No,18045165.17
HP-01369,Atasehir,Apartment,116.3,3,1,3,26,28,Central,Unfurnished,1,0,Yes,Street,,1.82,Yes,Yes,6130669.87
HP-01370,Kadikoy,Apartment,43.9,2,1,19,20,22,Natural_Gas,Furnished,0,2,No,Street,1.06,0.42,No,Yes,2739383.33
HP-01371,Konyaalti,Apartment,174.4,5,2,8,5,13,Natural_Gas,Semi_Furnished,1,1,Yes,City,12.75,0.42,Yes,Yes,10595356.16
HP-01372,Uskudar,Townhouse,163.6,5,2,18,5,11,Electric,Unfurnished,2,1,Yes,Street,6.41,0.83,Yes,Yes,10722701.71
HP-01373,Nilufer,Residence,123.1,3,1,5,15,20,Natural_Gas,Unfurnished,0,2,Yes,City,2.50,1.29,Yes,No,5391189.59
HP-01374,Sisli,Townhouse,136.6,5,2,3,0,6,Natural_Gas,Unfurnished,1,1,No,City,0.74,1.30,Yes,No,11241622.35
HP-01375,Konyaalti,Residence,84.0,3,1,8,24,31,Natural_Gas,Unfurnished,0,2,No,Nature,12.14,0.81,No,No,3761371.95
HP-01376,Cankaya,Villa,274.9,8,3,13,0,2,Heat_Pump,Furnished,1,1,No,Street,6.20,0.65,No,No,16816490.97
HP-01377,Besiktas,Apartment,149.1,4,2,14,11,14,Electric,Unfurnished,0,2,Yes,City,11.28,0.72,No,No,13723674.79
HP-01378,Atasehir,Apartment,231.2,6,3,5,9,12,Heat_Pump,Unfurnished,1,,Yes,Park,17.10,0.80,Yes,Yes,15399554.64
HP-01379,Konyaalti,Residence,234.7,8,3,7,5,12,Natural_Gas,Unfurnished,0,1,No,Nature,5.46,0.62,No,No,16321443.95
HP-01380,Uskudar,Apartment,71.9,2,1,4,16,27,Natural_Gas,Furnished,1,2,Yes,Nature,1.44,0.39,Yes,Yes,4574061.98
HP-01381,Karsiyaka,Apartment,100.6,3,1,1,10,14,Heat_Pump,Furnished,2,2,No,Street,1.61,0.49,Yes,No,6211055.15
HP-01382,Uskudar,Villa,134.5,5,2,1,0,8,Natural_Gas,Unfurnished,0,0,Yes,Street,6.02,1.74,Yes,Yes,13633264.67
HP-01383,Cankaya,Apartment,204.2,7,2,2,28,33,Natural_Gas,Unfurnished,2,1,No,Nature,1.10,0.55,No,No,14008017.85
HP-01384,Karsiyaka,Apartment,190.2,5,2,17,27,39,Natural_Gas,Semi_Furnished,1,0,Yes,Street,3.75,0.69,No,Yes,9780568.29
HP-01385,Beylikduzu,Apartment,165.5,4,1,2,17,20,Natural_Gas,Unfurnished,1,2,No,Park,4.78,0.12,Yes,No,7691206.01
HP-01386,Kadikoy,Apartment,64.2,2,1,1,28,38,Central,Furnished,0,2,No,Nature,2.39,0.10,No,Yes,6276407.02
HP-01387,Kadikoy,Apartment,148.6,5,2,39,23,36,Central,Furnished,2,1,Yes,Street,2.34,0.31,No,Yes,9963280.57
HP-01388,Uskudar,Townhouse,105.1,3,1,2,20,26,Natural_Gas,Unfurnished,0,0,No,Street,3.23,0.05,Yes,Yes,9973750.96
HP-01389,Besiktas,Apartment,81.4,2,1,23,9,20,Natural_Gas,Unfurnished,1,2,No,Street,13.44,0.36,Yes,No,5369518.50
HP-01390,Kadikoy,Apartment,103.1,3,1,70,22,29,Natural_Gas,Unfurnished,0,0,Yes,Park,2.34,1.32,Yes,No,5712011.61
HP-01391,Besiktas,Apartment,151.3,4,1,3,9,22,Natural_Gas,Furnished,0,1,Yes,Street,5.44,0.68,Yes,No,17872564.60
HP-01392,Beylikduzu,Apartment,,3,1,9,10,22,Natural_Gas,Semi_Furnished,1,2,No,Park,4.52,1.97,Yes,Yes,3044301.75
HP-01393,Karsiyaka,Detached,844.5,12,4,13,0,3,Natural_Gas,Furnished,1,,No,Sea,3.08,0.49,No,No,76044205.92
HP-01394,Atasehir,Apartment,134.0,3,1,17,15,27,Central,Furnished,2,3,Yes,Nature,1.62,0.31,Yes,No,10537525.71
HP-01395,Atasehir,Apartment,120.3,3,1,26,20,32,Natural_Gas,Semi_Furnished,1,2,Yes,Street,3.46,1.15,Yes,No,5965049.86
HP-01396,Besiktas,Apartment,567.2,12,5,0,17,19,Natural_Gas,Unfurnished,2,1,No,Street,8.46,0.73,Yes,No,55999933.12
HP-01397,Cankaya,Detached,131.6,3,1,19,0,10,Natural_Gas,Semi_Furnished,0,1,Yes,Street,2.85,0.55,No,No,7118053.34
HP-01398,Uskudar,Residence,100.7,3,1,3,,18,Electric,Unfurnished,1,1,Yes,Street,6.85,0.84,Yes,Yes,9459551.46
HP-01399,Atasehir,Apartment,213.2,7,3,11,,13,Natural_Gas,Unfurnished,1,2,Yes,Nature,4.98,1.98,No,Yes,10266089.22
HP-01400,Sisli,Apartment,208.1,7,2,37,18,26,Natural_Gas,Semi_Furnished,1,1,Yes,Park,0.80,3.06,No,Yes,14001669.58
HP-01401,Atasehir,Villa,211.4,7,3,45,0,6,Central,Semi_Furnished,0,1,Yes,Street,6.42,2.13,No,No,12187969.84
HP-01402,Nilufer,Residence,164.2,5,2,1,15,19,Natural_Gas,Unfurnished,1,1,No,Street,,0.13,Yes,Yes,8714449.19
HP-01403,Beylikduzu,Apartment,61.0,1,1,3,23,25,Central,Unfurnished,1,0,No,Park,9.10,1.18,Yes,Yes,2340048.63
HP-01404,Beylikduzu,Apartment,72.1,2,1,37,22,25,Natural_Gas,Furnished,0,1,No,Nature,5.17,0.82,Yes,Yes,2022154.41
HP-01405,Konyaalti,Apartment,179.7,6,3,34,3,12,Heat_Pump,Semi_Furnished,3,1,No,Street,4.24,0.61,No,No,7698912.25
HP-01406,Atasehir,Villa,188.8,4,2,2,0,3,Central,Unfurnished,2,0,No,Park,2.11,1.46,No,No,24191212.37
HP-01407,Sisli,Villa,196.8,7,3,75,0,7,Natural_Gas,Unfurnished,1,4,Yes,City,4.16,0.71,Yes,No,14322728.21
HP-01408,Besiktas,Apartment,192.8,5,2,1,27,40,Natural_Gas,Semi_Furnished,0,1,No,Street,2.08,0.63,Yes,Yes,19206815.00
HP-01409,Uskudar,Apartment,177.7,5,2,1,23,36,Central,Furnished,3,1,No,City,2.35,0.97,Yes,Yes,12779087.69
HP-01410,Uskudar,Residence,148.1,4,2,17,21,34,Central,Semi_Furnished,2,2,Yes,Street,2.70,0.89,No,Yes,13393659.54
HP-01411,Besiktas,Apartment,133.1,4,2,64,8,20,Natural_Gas,Unfurnished,3,1,Yes,City,3.43,1.25,No,Yes,10390742.60
HP-01412,Cankaya,Apartment,264.9,9,4,30,28,31,Central,Semi_Furnished,1,1,Yes,City,3.85,3.19,Yes,Yes,11280747.79
HP-01413,Atasehir,Villa,289.0,8,2,37,0,11,Natural_Gas,Unfurnished,1,1,Yes,Park,0.36,0.47,Yes,No,20868909.23
HP-01414,Kadikoy,Apartment,94.0,2,1,9,10,18,Natural_Gas,Unfurnished,0,2,No,Park,7.65,0.38,Yes,Yes,7151678.91
HP-01415,Kadikoy,Villa,237.4,6,3,15,0,13,Central,Furnished,1,2,Yes,Sea,12.35,0.71,Yes,Yes,34700103.71
HP-01416,Cankaya,Residence,233.3,6,2,20,10,22,Natural_Gas,Furnished,0,1,No,City,13.30,1.24,No,No,10438596.73
HP-01417,Beylikduzu,Apartment,136.1,3,1,9,16,21,Coal,Unfurnished,1,1,Yes,Park,2.68,0.78,Yes,Yes,20091576.58
HP-01418,Beylikduzu,Detached,166.5,4,2,1,0,13,Natural_Gas,Furnished,1,0,No,Street,3.59,0.58,Yes,No,7362271.26
HP-01419,Konyaalti,Apartment,129.7,4,2,60,4,6,Natural_Gas,Unfurnished,1,1,No,Street,6.89,0.95,No,Yes,3996053.12
HP-01420,Uskudar,Apartment,80.5,2,1,6,6,10,Central,Unfurnished,2,0,No,City,4.03,1.11,Yes,No,5125148.64
HP-01421,Nilufer,Apartment,167.7,5,2,41,16,22,Natural_Gas,Semi_Furnished,1,1,No,City,1.98,0.27,Yes,Yes,5680866.02
HP-01422,Besiktas,Apartment,35.0,1,1,3,5,11,Central,Unfurnished,2,1,Yes,Street,4.05,0.32,Yes,Yes,3316439.65
HP-01423,Besiktas,Apartment,58.3,2,1,8,27,35,Natural_Gas,Unfurnished,0,1,Yes,Street,5.72,1.01,Yes,No,4213080.60
HP-01424,Konyaalti,Apartment,131.8,3,1,5,0,12,Electric,Unfurnished,1,1,Yes,Nature,0.18,0.65,No,No,7628806.20
HP-01425,Nilufer,Apartment,184.2,6,3,1,26,36,Central,Furnished,1,1,No,Street,2.29,0.64,Yes,No,9950317.62
HP-01426,Nilufer,Apartment,93.5,3,1,18,18,28,Central,Unfurnished,3,0,No,Street,17.59,1.27,Yes,Yes,2809780.42
HP-01427,Nilufer,Detached,161.3,4,2,0,0,10,Central,Semi_Furnished,1,1,Yes,Nature,5.24,1.65,No,No,9053504.40
HP-01428,Uskudar,Villa,192.9,5,2,5,0,4,Central,Furnished,1,1,No,Street,4.59,0.15,No,No,21728722.75
HP-01429,Uskudar,Apartment,123.3,4,2,17,26,39,Heat_Pump,Unfurnished,1,3,Yes,Street,3.53,0.20,No,No,9450083.30
HP-01430,Beylikduzu,Apartment,168.9,4,2,3,16,28,Central,Unfurnished,0,1,Yes,Street,0.59,0.46,Yes,No,7190265.56
HP-01431,Atasehir,Detached,149.5,4,2,50,0,4,Heat_Pump,Unfurnished,1,1,No,Street,0.64,1.58,Yes,No,6738761.86
HP-01432,Beylikduzu,Detached,242.0,6,3,11,0,10,Central,Semi_Furnished,2,1,Yes,Park,0.53,0.65,Yes,No,12135542.29
HP-01433,Uskudar,Apartment,168.8,6,,3,23,25,Natural_Gas,Unfurnished,1,0,No,Park,8.20,0.67,Yes,No,15293840.99
HP-01434,Konyaalti,Apartment,96.7,3,1,2,16,25,Electric,Semi_Furnished,1,1,Yes,Street,6.53,0.37,No,No,5246313.42
HP-01435,Besiktas,Apartment,264.7,8,2,29,24,28,Natural_Gas,Semi_Furnished,1,0,Yes,Nature,2.12,0.66,No,No,23298872.67
HP-01436,Beylikduzu,Detached,188.6,5,2,11,0,12,Electric,Furnished,1,1,Yes,Street,5.06,0.87,No,Yes,7697006.87
HP-01437,Atasehir,Apartment,230.5,8,3,7,12,15,Natural_Gas,Furnished,0,2,Yes,Street,3.32,1.57,No,Yes,13281724.77
HP-01438,Sisli,Detached,177.0,5,2,69,0,8,Heat_Pump,Unfurnished,1,0,No,Park,4.93,0.58,No,Yes,12572905.73
HP-01439,Sisli,Apartment,95.7,2,1,37,15,22,Natural_Gas,Semi_Furnished,1,2,Yes,Nature,11.31,0.68,Yes,Yes,5413388.83
HP-01440,Konyaalti,Apartment,96.9,3,1,25,26,37,Central,Unfurnished,2,2,No,City,4.65,0.73,Yes,No,5333841.54
HP-01441,Nilufer,Residence,143.5,5,2,2,13,16,Natural_Gas,Unfurnished,1,1,No,City,4.17,0.87,No,No,8299564.77
HP-01442,Sisli,Apartment,125.0,4,1,17,3,12,Natural_Gas,Unfurnished,2,0,No,Park,8.52,0.35,Yes,No,7789163.04
HP-01443,Atasehir,Apartment,116.4,3,1,1,15,24,Electric,Furnished,1,0,Yes,City,7.35,0.77,Yes,No,7293338.80
HP-01444,Sisli,Apartment,254.3,7,2,28,16,26,Heat_Pump,Semi_Furnished,1,1,No,Nature,2.44,0.97,Yes,Yes,21607971.69
HP-01445,Uskudar,Villa,258.9,7,3,10,0,5,Natural_Gas,Unfurnished,1,2,No,Sea,14.59,1.43,Yes,No,28834496.79
HP-01446,Cankaya,Apartment,130.1,4,1,46,22,29,Heat_Pump,Furnished,1,3,No,Park,6.09,0.53,Yes,No,5044710.57
HP-01447,Sisli,Apartment,174.4,5,2,39,22,24,Natural_Gas,Semi_Furnished,1,1,Yes,Park,5.68,0.45,Yes,Yes,12369415.01
HP-01448,Atasehir,Townhouse,174.4,6,2,8,18,27,Heat_Pump,Unfurnished,1,0,No,Street,1.43,,No,No,9565480.77
HP-01449,Atasehir,Apartment,136.4,3,1,4,13,25,Natural_Gas,Unfurnished,1,1,No,Park,8.24,0.42,Yes,No,10421264.62
HP-01450,Beylikduzu,Apartment,96.5,3,1,14,20,33,Natural_Gas,Unfurnished,0,1,No,Park,5.41,0.69,Yes,Yes,3537107.18
HP-01451,Sisli,Detached,208.5,5,2,12,0,7,Central,Unfurnished,0,1,No,Street,8.30,0.41,Yes,No,14058306.01
HP-01452,Cankaya,Apartment,101.7,3,1,5,17,24,Natural_Gas,Unfurnished,1,1,Yes,Street,5.72,3.90,Yes,No,4587212.62
HP-01453,Konyaalti,Apartment,112.5,4,2,11,25,27,Heat_Pump,Semi_Furnished,1,1,Yes,Park,6.32,1.50,Yes,Yes,7411421.84
HP-01454,Konyaalti,Apartment,213.1,7,2,70,23,34,Central,Unfurnished,2,0,No,City,2.71,0.62,No,No,7116168.03
HP-01455,Kadikoy,Apartment,232.7,7,3,15,0,7,Natural_Gas,Furnished,0,3,No,City,8.80,0.70,Yes,No,17279527.14
HP-01456,Sisli,Detached,270.2,7,3,27,0,4,Central,Semi_Furnished,3,3,No,Nature,2.02,0.29,Yes,Yes,29331677.76
HP-01457,Kadikoy,Townhouse,194.3,5,2,2,3,12,Natural_Gas,Unfurnished,1,1,No,Sea,2.38,0.63,Yes,Yes,22574996.85
HP-01458,Nilufer,Residence,162.4,4,1,25,5,8,Natural_Gas,Semi_Furnished,1,1,Yes,Street,10.29,0.44,Yes,Yes,6508089.28
HP-01459,Kadikoy,Detached,305.0,10,4,10,0,3,Central,Unfurnished,0,2,No,City,3.38,1.83,Yes,Yes,25558348.29
HP-01460,Karsiyaka,Apartment,35.0,1,1,2,2,6,Natural_Gas,Furnished,0,2,Yes,Street,7.01,2.26,Yes,No,1608351.55
HP-01461,Beylikduzu,Apartment,166.6,4,2,4,12,20,Natural_Gas,Unfurnished,1,3,No,City,14.55,2.06,Yes,No,5425205.12
HP-01462,Kadikoy,Residence,157.8,4,1,48,16,29,Electric,Unfurnished,1,0,Yes,Sea,10.07,0.31,Yes,No,17544085.90
