customer_id,age,annual_income,debt_to_income,credit_score,employment_years,loan_amount,loan_term_months,late_payments_24m,credit_utilization,region,employment_type,education_level,home_ownership,loan_purpose,device_type,application_hour,default_risk
CUST-00986,30,71239,0.282,623,0.0,19588,84,4,0.215,Marmara,Maasli,,Ev Sahibi,Borc Birlestirme,Web,9,1
CUST-00987,37,89380,0.162,634,15.0,38520,12,1,0.245,Karadeniz,Maasli,Lisans,Aile Yaninda,Borc Birlestirme,Android,2,0
CUST-00988,52,33040,0.154,611,,14518,60,0,,Guneydogu Anadolu,Maasli,Lisans,Kiraci,Konut,Web,0,0
CUST-00989,43,44032,0.293,691,12.2,50633,12,1,,Ic Anadolu,Maasli,Onlisans,Kiraci,Konut,Android,0,0
CUST-00990,38,26710,0.288,629,4.6,7051,12,1,0.466,Ege,Serbest,Lise,Kiraci,Ihtiyac,iOS,1,0
CUST-00991,52,101283,0.493,646,,35151,36,3,0.781,Ic Anadolu,Maasli,Lisans,Ipotekli,Is Kurma,Android,12,1
CUST-00992,20,58906,0.188,666,0.1,30272,12,0,0.323,Karadeniz,Maasli,Lise,Ev Sahibi,Ihtiyac,Android,22,0
CUST-00993,39,111697,0.277,645,21.2,16371,12,1,0.407,Ege,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Android,3,0
CUST-00994,18,37969,0.233,634,0.0,20936,24,2,0.219,Karadeniz,Maasli,Yuksek Lisans,Aile Yaninda,Ihtiyac,iOS,13,0
CUST-00995,39,42000,0.096,636,14.2,16196,48,0,0.263,Marmara,Maasli,Lisans,Ipotekli,Tasit,iOS,17,0
CUST-00996,40,49799,0.385,677,,17256,60,3,0.402,Dogu Anadolu,Maasli,Lise,Kiraci,Tasit,Android,13,1
CUST-00997,40,37856,0.221,635,17.5,18285,24,,0.000,Ege,Serbest,Lise,Ev Sahibi,Borc Birlestirme,Web,6,0
CUST-00998,54,34238,0.198,641,23.9,18144,48,0,0.644,Marmara,Maasli,Lise,Kiraci,Borc Birlestirme,iOS,7,0
CUST-00999,38,42344,0.215,615,8.2,6119,60,2,0.000,Marmara,Emekli,Lise,Kiraci,Tasit,Android,23,0
CUST-01000,52,93938,0.123,666,21.7,56886,36,1,0.514,Ic Anadolu,Maasli,Lisans,Kiraci,Ihtiyac,Web,22,0
CUST-01001,27,48135,0.224,642,10.2,8434,60,1,0.318,Ege,Serbest,Onlisans,Ipotekli,Ihtiyac,Android,9,0
CUST-01002,19,50467,0.140,635,0.7,14279,36,0,0.338,Dogu Anadolu,Maasli,Lisans,Kiraci,Is Kurma,Web,8,0
CUST-01003,18,67752,0.075,692,,11669,48,1,0.347,Guneydogu Anadolu,Maasli,Lise,Kiraci,Is Kurma,Android,9,1
CUST-01004,28,29146,0.233,638,4.5,8445,36,0,0.306,Akdeniz,Maasli,Lisans,Kiraci,Ihtiyac,Android,10,0
CUST-01005,64,64754,0.236,607,4.1,24412,60,2,0.216,Akdeniz,,Lisans,Kiraci,Borc Birlestirme,iOS,8,1
CUST-01006,50,,0.288,645,0.1,64127,12,0,0.498,Guneydogu Anadolu,Serbest,Onlisans,Ipotekli,Ihtiyac,Android,1,0
CUST-01007,35,,0.020,709,8.7,30651,84,0,0.224,Dogu Anadolu,Maasli,Onlisans,Kiraci,Egitim,Android,1,1
CUST-01008,18,57952,0.412,608,0.0,7438,12,2,0.278,Guneydogu Anadolu,Maasli,,Ipotekli,Tasit,Android,0,0
CUST-01009,56,119577,0.468,627,1.7,70884,84,2,0.078,Akdeniz,Sozlesmeli,Yuksek Lisans,Ev Sahibi,Egitim,Web,21,0
CUST-01010,36,88166,0.198,753,12.9,26349,36,0,0.097,Marmara,Maasli,Onlisans,Kiraci,Ihtiyac,Web,7,0
CUST-01011,32,46300,0.440,629,0.0,38827,36,2,0.382,Ic Anadolu,Issiz,Lise,Kiraci,Konut,Android,12,0
CUST-01012,35,62891,0.313,618,4.2,24545,36,1,0.460,Marmara,Maasli,Onlisans,Kiraci,Saglik,iOS,19,0
CUST-01013,48,43450,0.324,695,24.1,6472,36,2,0.574,Ic Anadolu,Serbest,Onlisans,Kiraci,Is Kurma,Web,19,0
CUST-01014,39,35317,0.333,628,4.6,20931,36,0,0.336,Marmara,Maasli,Onlisans,Ev Sahibi,Ihtiyac,iOS,7,1
CUST-01015,32,54908,0.154,589,4.6,9541,36,3,0.494,Marmara,Serbest,Onlisans,Kiraci,Borc Birlestirme,Android,18,0
CUST-01016,27,40608,0.226,628,0.0,20861,84,3,0.363,Karadeniz,Issiz,Lise,Kiraci,Konut,iOS,17,1
CUST-01017,46,,0.328,630,17.0,35651,24,2,0.319,Marmara,Emekli,Yuksek Lisans,Kiraci,Tasit,iOS,15,1
CUST-01018,40,55177,0.181,669,15.9,20966,60,2,0.305,Marmara,Maasli,Lise,Ev Sahibi,Is Kurma,iOS,1,0
CUST-01019,48,49616,0.180,681,6.6,25178,120,2,0.463,Marmara,Emekli,Lise,Aile Yaninda,Ihtiyac,iOS,17,0
CUST-01020,47,61943,0.203,707,18.4,13476,120,3,0.319,Karadeniz,Maasli,Lisans,,Tasit,Android,18,0
CUST-01021,24,37687,0.525,,,20297,24,3,0.677,Guneydogu Anadolu,Maasli,Onlisans,Ipotekli,Tasit,Android,17,0
CUST-01022,39,50128,0.089,625,12.5,17932,36,2,0.778,Marmara,Maasli,Lise,Kiraci,Ihtiyac,Android,19,0
CUST-01023,28,78428,0.274,665,9.9,18902,36,1,0.621,Dogu Anadolu,Maasli,Lise,Ev Sahibi,Is Kurma,Android,15,0
CUST-01024,49,94117,0.365,581,0.0,58946,36,5,0.425,Ege,Issiz,Lisans,Kiraci,Is Kurma,Android,6,0
CUST-01025,56,78406,0.214,703,30.6,13391,60,0,0.344,Ic Anadolu,Maasli,Lisans,Kiraci,Egitim,Android,5,0
CUST-01026,38,29547,0.269,681,13.6,5138,36,3,0.422,Ege,Maasli,Lisans,Ipotekli,Ihtiyac,Web,10,0
CUST-01027,28,101642,0.269,669,3.1,42304,60,2,0.194,Marmara,Serbest,Yuksek Lisans,Ev Sahibi,Egitim,Android,1,0
CUST-01028,24,66251,0.020,687,4.0,28812,120,0,0.346,Marmara,Maasli,Lise,Kiraci,Tasit,Web,5,0
CUST-01029,46,,0.230,610,10.9,35223,24,1,0.187,Ic Anadolu,Sozlesmeli,Lise,Ipotekli,Tasit,iOS,4,0
CUST-01030,46,41132,0.218,641,8.8,22597,48,2,0.398,Karadeniz,Maasli,Lise,Ipotekli,Ihtiyac,Web,12,1
CUST-01031,34,61978,0.419,688,11.8,60132,36,1,0.325,Marmara,Maasli,Lise,Kiraci,Konut,Web,21,0
CUST-01032,49,93335,0.513,648,27.7,56422,36,1,0.133,Ic Anadolu,Maasli,Onlisans,Ipotekli,Egitim,iOS,22,0
CUST-01033,48,93814,0.306,709,0.2,34738,12,3,0.306,Guneydogu Anadolu,Serbest,Onlisans,Ipotekli,Is Kurma,Android,4,0
CUST-01034,34,37775,0.200,662,9.2,18772,60,2,0.821,Marmara,Maasli,Lise,Kiraci,Borc Birlestirme,Android,4,0
CUST-01035,51,68611,0.324,625,14.6,42339,36,0,0.503,Marmara,Maasli,Lise,Ipotekli,Is Kurma,iOS,15,0
CUST-01036,49,74288,0.417,596,18.3,26407,24,3,0.215,Ic Anadolu,Maasli,Lise,Ev Sahibi,Saglik,Web,10,0
CUST-01037,45,80164,0.270,719,18.1,38454,36,0,0.456,Karadeniz,Maasli,Lisans,Ev Sahibi,Tasit,Web,23,0
CUST-01038,22,69330,0.417,678,1.0,30743,120,1,0.432,Dogu Anadolu,Sozlesmeli,Yuksek Lisans,Kiraci,Borc Birlestirme,Android,12,0
CUST-01039,37,39035,0.210,695,16.1,5000,120,2,0.038,Karadeniz,Maasli,Lise,Kiraci,Ihtiyac,Android,8,0
CUST-01040,50,94530,0.516,596,0.0,39501,36,6,0.763,Akdeniz,Issiz,Yuksek Lisans,Aile Yaninda,Borc Birlestirme,Android,13,0
CUST-01041,45,103930,0.020,717,16.4,54826,48,4,0.185,Ege,Serbest,Lisans,Kiraci,Ihtiyac,iOS,14,0
CUST-01042,48,50541,0.359,682,20.4,9254,84,2,0.444,Marmara,Maasli,Onlisans,Aile Yaninda,Ihtiyac,Android,19,0
CUST-01043,35,98123,0.281,586,8.2,12607,12,1,0.296,Karadeniz,Sozlesmeli,Doktora,Ev Sahibi,Tasit,Android,14,0
CUST-01044,25,74040,0.327,664,3.8,25847,60,2,0.709,Akdeniz,Serbest,Yuksek Lisans,Kiraci,Ihtiyac,,1,0
CUST-01045,43,76302,0.357,685,12.4,34694,36,1,0.372,Ege,Sozlesmeli,Lisans,Kiraci,Borc Birlestirme,Android,7,1
CUST-01046,30,32736,0.129,642,9.0,15872,60,1,0.082,Marmara,Maasli,Lisans,Ipotekli,Tasit,Web,8,0
CUST-01047,29,59648,0.607,603,0.0,34402,24,,0.536,Marmara,Serbest,Lise,Kiraci,Borc Birlestirme,iOS,4,0
CUST-01048,50,53332,0.390,695,31.1,28568,120,1,0.697,Guneydogu Anadolu,Maasli,Onlisans,Ipotekli,Ihtiyac,Android,0,0
CUST-01049,45,56334,0.280,716,17.3,19591,48,2,0.261,Marmara,Maasli,Lise,Ev Sahibi,Egitim,Android,3,1
CUST-01050,61,113923,0.172,606,,67853,24,2,0.490,Ic Anadolu,Sozlesmeli,Lisans,Aile Yaninda,Ihtiyac,Android,17,0
CUST-01051,18,28796,0.373,671,0.0,5066,36,1,0.483,Ic Anadolu,Maasli,Lise,Ev Sahibi,Tasit,Android,9,0
CUST-01052,26,100112,0.062,658,5.0,16023,48,1,0.363,Marmara,Serbest,Yuksek Lisans,Kiraci,Saglik,Android,15,0
CUST-01053,36,39458,0.290,657,10.7,24036,60,2,0.254,Dogu Anadolu,Serbest,Onlisans,Kiraci,Konut,Android,17,0
CUST-01054,35,69936,0.163,634,4.6,34840,24,0,0.630,Dogu Anadolu,Maasli,Lisans,Kiraci,Ihtiyac,Android,6,0
CUST-01055,41,74355,0.213,684,24.0,33194,60,1,0.091,Ege,Maasli,Lisans,Kiraci,Ihtiyac,iOS,8,0
CUST-01056,36,62200,0.265,677,12.2,16507,12,0,,Ic Anadolu,Maasli,Yuksek Lisans,Kiraci,Borc Birlestirme,Web,18,0
CUST-01057,19,55986,0.482,716,1.0,43456,36,1,0.625,Dogu Anadolu,Maasli,Onlisans,Ev Sahibi,Konut,Android,0,0
CUST-01058,53,53038,0.276,700,17.8,25243,60,0,0.318,Guneydogu Anadolu,Maasli,Lise,Ev Sahibi,Saglik,Web,21,1
CUST-01059,48,82096,0.020,599,3.6,63101,48,0,0.675,Akdeniz,Maasli,Lisans,Ev Sahibi,Konut,Android,5,0
CUST-01060,53,78337,,672,0.4,49775,84,0,0.499,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Saglik,Web,0,0
CUST-01061,25,55580,0.295,663,3.6,11502,24,1,0.323,Marmara,Maasli,Lisans,Ipotekli,Ihtiyac,Android,1,0
CUST-01062,49,69774,0.071,648,11.6,91029,84,26,2.059,Karadeniz,Emekli,Lise,Ev Sahibi,Konut,iOS,7,1
CUST-01063,18,59453,0.215,672,0.0,20308,36,2,0.303,Guneydogu Anadolu,Maasli,Lisans,,Borc Birlestirme,Web,15,1
CUST-01064,42,78432,0.237,690,8.3,38411,24,0,0.469,Guneydogu Anadolu,Maasli,Onlisans,Ev Sahibi,Tasit,Android,12,0
CUST-01065,32,40978,0.201,640,8.0,6678,24,2,0.454,Karadeniz,Serbest,Yuksek Lisans,Kiraci,Saglik,Web,16,0
CUST-01066,29,24595,0.094,702,5.2,33677,36,3,0.152,Ic Anadolu,Maasli,Onlisans,Kiraci,Konut,Android,9,0
CUST-01067,29,42755,0.619,577,8.3,19079,84,0,0.250,Dogu Anadolu,Maasli,Lisans,Kiraci,Ihtiyac,Android,19,1
CUST-01068,60,44772,0.398,696,21.7,23997,24,3,0.422,Ic Anadolu,Maasli,Lise,Kiraci,Saglik,iOS,16,0
CUST-01069,24,36075,0.207,665,0.0,16041,24,2,0.488,Ic Anadolu,Maasli,Lisans,Ipotekli,Borc Birlestirme,Android,7,0
CUST-01070,26,39394,0.220,693,6.7,23163,60,0,,Dogu Anadolu,Maasli,Onlisans,Ev Sahibi,Tasit,Web,0,1
CUST-01071,18,48116,0.020,664,0.5,22036,48,2,0.310,Ic Anadolu,Maasli,Lise,Kiraci,Ihtiyac,iOS,14,0
CUST-01072,45,25130,0.272,719,22.4,16051,24,0,0.316,Akdeniz,Maasli,Onlisans,Kiraci,Egitim,Web,11,0
CUST-01073,18,29668,0.426,705,2.2,9052,120,1,0.000,Karadeniz,Maasli,Lise,Ipotekli,Is Kurma,iOS,18,0
CUST-01074,30,79308,0.365,622,0.0,47884,60,3,0.037,Ege,Maasli,Lisans,Kiraci,Saglik,Android,3,0
CUST-01075,49,114000,0.399,634,8.3,45209,48,3,0.550,Ic Anadolu,Emekli,Lise,Ipotekli,Tasit,Web,6,0
CUST-01076,28,46128,0.207,682,10.3,22449,12,1,0.356,Marmara,Maasli,Onlisans,Kiraci,Borc Birlestirme,Web,14,0
CUST-01077,18,35236,0.324,674,0.0,7294,60,1,0.212,Marmara,Emekli,Lise,Kiraci,Borc Birlestirme,Web,8,0
CUST-01078,22,36260,0.565,595,0.0,10231,24,6,0.792,Marmara,Issiz,Lise,Kiraci,Is Kurma,Android,4,1
CUST-01079,46,33197,0.142,702,6.5,7937,36,4,0.045,Ic Anadolu,Maasli,Onlisans,Kiraci,Is Kurma,Android,17,0
CUST-01080,37,49861,,672,16.6,31490,12,0,0.343,Dogu Anadolu,Serbest,Yuksek Lisans,Ipotekli,Borc Birlestirme,Android,0,0
CUST-01081,56,,0.578,667,23.4,36728,12,4,0.685,Ege,Maasli,Lisans,Kiraci,Ihtiyac,iOS,10,0
CUST-01082,49,32138,0.575,659,0.0,8725,84,5,0.561,Ege,Issiz,Lise,Aile Yaninda,Is Kurma,Web,3,1
CUST-01083,18,32453,0.159,629,1.3,8081,60,0,0.326,Ege,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Android,5,0
CUST-01084,41,26183,0.131,727,8.2,10132,60,2,0.708,Akdeniz,Maasli,Lise,Aile Yaninda,Egitim,Android,7,1
CUST-01085,24,246807,0.079,667,2.6,10614,36,0,0.255,Marmara,Maasli,Onlisans,Ev Sahibi,Konut,Web,3,0
CUST-01086,20,59506,0.607,583,0.0,37900,12,7,0.907,Karadeniz,Issiz,Onlisans,Kiraci,Ihtiyac,Android,1,1
CUST-01087,36,40325,0.134,567,7.6,7011,24,1,0.564,Marmara,Maasli,Onlisans,Aile Yaninda,Saglik,Android,22,0
CUST-01088,47,61264,0.248,718,27.3,20253,36,,0.411,Karadeniz,Maasli,Yuksek Lisans,Ev Sahibi,Saglik,Android,19,0
CUST-01089,54,90760,,657,32.9,12798,24,1,0.669,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Tasit,Android,2,1
CUST-01090,38,40851,0.467,686,13.4,25076,60,1,0.395,Ege,Maasli,Lisans,Kiraci,Tasit,iOS,14,0
CUST-01091,39,54358,0.441,627,13.6,24114,36,1,0.393,Marmara,Maasli,Lisans,Ipotekli,Tasit,iOS,19,0
CUST-01092,43,117152,0.278,650,0.0,65538,24,4,0.511,Ege,Issiz,Yuksek Lisans,Ev Sahibi,Saglik,Android,2,0
CUST-01093,20,50309,0.255,727,0.3,67895,60,,0.529,Marmara,Maasli,Lisans,Kiraci,Konut,Android,13,1
CUST-01094,26,38377,0.150,608,0.1,10069,48,0,0.333,Marmara,Serbest,Lisans,Kiraci,Tasit,Android,17,0
CUST-01095,25,35718,0.169,654,2.2,46950,120,2,0.286,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Is Kurma,Web,16,0
CUST-01096,35,50533,0.202,643,8.0,21006,36,2,0.355,Dogu Anadolu,Sozlesmeli,Lisans,Ipotekli,Ihtiyac,iOS,20,0
CUST-01097,23,61252,0.593,622,1.6,20980,24,3,0.843,Ic Anadolu,Serbest,Lisans,Ipotekli,Tasit,Android,8,0
CUST-01098,30,72827,0.280,605,12.1,21528,60,0,0.538,Karadeniz,Maasli,Lisans,Kiraci,Saglik,Android,6,0
CUST-01099,33,,0.059,662,5.1,58635,60,3,0.190,Ege,Serbest,Lise,Ev Sahibi,Konut,Android,0,0
CUST-01100,40,83467,0.329,580,0.0,19793,60,4,0.474,Marmara,Issiz,Lisans,Aile Yaninda,Borc Birlestirme,Android,7,0
CUST-01101,40,77969,0.308,757,17.0,21604,24,0,0.107,Karadeniz,Emekli,Onlisans,Aile Yaninda,Ihtiyac,iOS,13,0
CUST-01102,44,100733,0.234,676,18.5,23424,36,0,0.276,Marmara,Maasli,Lise,Ev Sahibi,Tasit,,11,1
CUST-01103,21,53559,0.182,672,0.5,19206,120,,0.338,Akdeniz,Serbest,Doktora,Ev Sahibi,Is Kurma,Web,0,0
CUST-01104,48,36053,0.096,654,6.6,17795,24,1,0.699,Guneydogu Anadolu,Serbest,Lise,Ev Sahibi,Ihtiyac,Android,16,0
CUST-01105,33,37558,0.325,662,7.0,19652,84,,0.559,Guneydogu Anadolu,Serbest,Lise,Ev Sahibi,Borc Birlestirme,Android,17,1
CUST-01106,33,,0.196,720,9.7,25163,24,1,0.529,Karadeniz,Maasli,Lisans,Ipotekli,Ihtiyac,Android,1,0
CUST-01107,25,,0.373,704,1.6,57342,36,0,0.232,Dogu Anadolu,Maasli,Lise,Kiraci,Konut,Web,20,0
CUST-01108,25,27727,0.462,603,0.0,15806,36,4,0.393,Guneydogu Anadolu,Issiz,Lise,Kiraci,Konut,Android,14,0
CUST-01109,55,706786,0.450,635,6.5,58931,60,4,0.192,Guneydogu Anadolu,Serbest,Lisans,Ipotekli,Ihtiyac,Android,5,0
CUST-01110,53,27898,0.388,673,14.7,16689,36,1,0.353,Marmara,Sozlesmeli,Onlisans,Kiraci,Saglik,Android,19,0
CUST-01111,33,43045,0.333,631,0.8,6716,24,2,0.532,Marmara,Serbest,Lise,Kiraci,Saglik,Android,8,0
CUST-01112,44,29772,0.304,601,13.0,9883,36,0,0.416,Ege,Maasli,Lise,Kiraci,Egitim,Android,7,0
CUST-01113,49,29406,0.493,659,11.0,7254,120,1,0.438,Dogu Anadolu,Maasli,Lise,Ipotekli,Saglik,Web,19,0
CUST-01114,31,66119,0.531,671,3.2,34345,60,0,0.582,Ege,Serbest,Yuksek Lisans,Kiraci,Tasit,Web,16,0
CUST-01115,18,86869,0.209,667,0.0,21403,60,0,0.500,Marmara,Serbest,Doktora,Ipotekli,Tasit,Android,12,0
CUST-01116,46,64503,0.267,676,8.5,24619,36,3,0.277,Marmara,Maasli,Yuksek Lisans,Kiraci,Tasit,Web,7,0
CUST-01117,59,52798,0.327,665,9.9,27505,60,1,0.616,Guneydogu Anadolu,Maasli,Lise,Ipotekli,Tasit,iOS,8,0
CUST-01118,36,86835,0.308,695,12.5,45799,36,3,0.317,Ic Anadolu,Maasli,Lisans,Ipotekli,Is Kurma,Web,11,0
CUST-01119,37,63470,0.267,606,8.3,15253,60,3,0.316,Ic Anadolu,Maasli,Yuksek Lisans,Ipotekli,Borc Birlestirme,iOS,11,0
CUST-01120,36,30801,0.164,687,13.8,11886,36,1,0.154,Marmara,Maasli,Lise,Ev Sahibi,Ihtiyac,Android,3,0
CUST-01121,55,112160,0.383,670,16.1,59557,48,0,0.298,Marmara,Maasli,Yuksek Lisans,Ev Sahibi,Is Kurma,Android,1,0
CUST-01122,60,98376,0.570,626,26.0,31388,24,1,0.670,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Android,10,0
CUST-01123,35,43703,0.243,639,10.4,15236,60,2,0.196,Ic Anadolu,Maasli,Onlisans,Ev Sahibi,Borc Birlestirme,Android,14,0
CUST-01124,44,96082,0.466,637,2.6,59026,36,5,0.095,Dogu Anadolu,Sozlesmeli,Doktora,Kiraci,Ihtiyac,Web,7,0
CUST-01125,48,57158,0.214,663,19.2,8598,60,2,0.000,Ege,Maasli,Lise,Ipotekli,Is Kurma,iOS,18,0
CUST-01126,23,51983,0.389,625,4.7,24790,60,2,0.413,Ic Anadolu,Sozlesmeli,Lise,Ipotekli,Saglik,Android,20,0
CUST-01127,18,62206,0.342,653,0.0,22876,60,0,0.000,Ic Anadolu,Serbest,Yuksek Lisans,Ipotekli,Tasit,Android,15,0
CUST-01128,28,37029,0.279,673,8.0,5269,36,2,0.105,Marmara,Maasli,Lise,Kiraci,Is Kurma,Android,3,0
CUST-01129,30,53102,0.152,640,5.7,21161,60,1,0.513,Dogu Anadolu,Maasli,Onlisans,Kiraci,Egitim,Web,14,0
CUST-01130,56,44945,0.294,662,27.0,17484,24,1,0.414,Akdeniz,Maasli,Onlisans,Kiraci,Tasit,Web,16,0
CUST-01131,32,,0.261,617,0.7,7223,120,2,0.381,Ic Anadolu,Serbest,Lisans,,Tasit,Web,14,0
CUST-01132,37,100274,0.321,636,2.1,49213,48,2,0.348,Marmara,Serbest,Yuksek Lisans,Aile Yaninda,Is Kurma,Android,21,0
CUST-01133,44,81785,0.400,701,,26177,24,3,0.284,Ic Anadolu,Serbest,Lisans,Kiraci,Ihtiyac,iOS,0,0
CUST-01134,25,57688,0.489,645,2.6,18993,24,3,0.486,Marmara,Maasli,Onlisans,Ipotekli,Tasit,iOS,19,0
CUST-01135,54,33948,0.283,656,23.4,12638,12,0,0.486,Marmara,Maasli,Lise,Ipotekli,Ihtiyac,iOS,21,0
CUST-01136,68,98007,0.214,631,5.6,91931,24,2,0.538,Marmara,Maasli,Onlisans,Kiraci,Konut,Android,13,1
CUST-01137,37,36406,0.478,636,13.0,22777,36,1,0.195,Ic Anadolu,Maasli,Lisans,Kiraci,Is Kurma,Web,18,0
CUST-01138,37,73786,0.037,704,11.4,30767,36,0,0.452,Karadeniz,Maasli,Lisans,Ipotekli,Ihtiyac,Android,21,0
CUST-01139,45,115463,0.158,632,5.4,55265,60,0,0.311,Ic Anadolu,Emekli,,Kiraci,Is Kurma,iOS,3,0
CUST-01140,20,32896,0.217,675,2.9,5000,24,0,0.320,Marmara,Maasli,Lisans,Kiraci,Ihtiyac,Android,22,0
CUST-01141,49,53838,0.382,648,24.6,30759,60,1,0.104,Karadeniz,Serbest,Lisans,Kiraci,Is Kurma,iOS,0,1
CUST-01142,46,60802,0.058,749,18.6,37529,36,0,0.239,Marmara,Maasli,Lise,Ev Sahibi,Egitim,Android,11,0
CUST-01143,50,76693,0.229,657,26.0,16704,12,3,0.890,Marmara,Serbest,Lisans,Ipotekli,Ihtiyac,Android,11,0
CUST-01144,45,64043,0.124,676,2.1,89226,48,0,0.086,Marmara,Sozlesmeli,Lise,Ev Sahibi,Konut,iOS,18,0
CUST-01145,38,101979,0.041,707,2.5,56992,84,4,0.253,Ic Anadolu,Maasli,Lisans,Kiraci,Borc Birlestirme,iOS,4,0
CUST-01146,58,94408,0.311,643,9.9,20832,48,1,0.378,Marmara,Maasli,Lisans,Ev Sahibi,Ihtiyac,Android,21,0
CUST-01147,31,43606,0.518,678,13.5,18938,60,3,0.603,Marmara,Sozlesmeli,Lise,Kiraci,Saglik,Android,3,1
CUST-01148,35,114273,0.259,631,0.0,16652,84,,0.771,Akdeniz,Issiz,Lisans,Kiraci,Is Kurma,Web,10,0
CUST-01149,28,87837,0.441,626,10.3,12806,12,0,0.414,Marmara,Maasli,Onlisans,Ev Sahibi,Tasit,Web,10,0
CUST-01150,29,68882,,711,7.1,41242,84,2,0.608,Dogu Anadolu,Sozlesmeli,Lisans,Kiraci,Is Kurma,Android,0,0
CUST-01151,20,46623,0.020,634,2.3,21922,60,2,0.756,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Tasit,Android,13,0
CUST-01152,54,108258,0.178,717,25.8,29390,36,2,0.357,Ege,Sozlesmeli,Lise,Kiraci,Ihtiyac,iOS,17,0
CUST-01153,23,50653,0.497,635,1.1,30078,48,,0.163,Marmara,Serbest,Yuksek Lisans,Ipotekli,Is Kurma,Web,2,0
CUST-01154,41,56984,0.490,658,7.8,8856,60,3,0.915,Ic Anadolu,Maasli,Onlisans,Ipotekli,Ihtiyac,Web,9,0
CUST-01155,36,50881,0.279,701,10.7,6153,48,0,,Ic Anadolu,Maasli,Lisans,Kiraci,Ihtiyac,Android,10,0
CUST-01156,18,61290,0.186,614,0.0,40870,48,0,0.578,Ege,Sozlesmeli,Lisans,Ev Sahibi,Tasit,Android,10,0
CUST-01157,50,24272,0.596,679,24.5,15015,60,4,0.433,Akdeniz,Maasli,Onlisans,Ev Sahibi,Tasit,Web,22,1
CUST-01158,68,62027,,647,3.0,27427,36,0,0.188,Karadeniz,Maasli,Yuksek Lisans,Ev Sahibi,Egitim,Android,8,0
CUST-01159,38,81743,0.128,652,2.0,26075,60,2,0.507,Marmara,Maasli,Doktora,Ev Sahibi,Borc Birlestirme,Android,2,0
CUST-01160,48,46594,0.363,604,21.1,24931,36,1,0.400,Ic Anadolu,Serbest,Lisans,Kiraci,Ihtiyac,Web,1,0
CUST-01161,40,54794,0.434,706,16.0,14360,36,4,0.379,Marmara,Serbest,Lisans,Ipotekli,Ihtiyac,iOS,22,0
CUST-01162,33,91329,0.038,707,,109353,12,0,0.456,Ege,Maasli,Lisans,Ev Sahibi,Konut,iOS,0,0
CUST-01163,51,71084,0.522,731,17.5,39659,36,3,0.833,Guneydogu Anadolu,Maasli,Lisans,Kiraci,Borc Birlestirme,Android,8,0
CUST-01164,47,70339,0.422,652,7.6,10084,36,2,0.590,Dogu Anadolu,Emekli,Lise,Ipotekli,Saglik,iOS,17,0
CUST-01165,45,38427,0.367,681,23.3,11119,48,1,0.462,Ege,Maasli,Lisans,Ipotekli,Borc Birlestirme,iOS,5,1
CUST-01166,29,45769,0.106,622,0.0,24258,36,2,0.476,Dogu Anadolu,Maasli,Lisans,Aile Yaninda,Tasit,Android,23,0
CUST-01167,40,66285,0.116,650,14.5,35420,84,0,0.528,Marmara,Emekli,Lisans,Ipotekli,Ihtiyac,Web,23,0
CUST-01168,50,106033,0.400,693,19.4,17835,48,0,0.325,Guneydogu Anadolu,Maasli,Lisans,Kiraci,Egitim,Web,1,0
CUST-01169,44,100318,0.189,670,5.8,63063,48,0,0.573,Dogu Anadolu,Maasli,Lisans,Ipotekli,Egitim,Android,17,0
CUST-01170,62,55686,0.504,688,2.4,22883,36,2,0.461,Marmara,Serbest,Lise,Ev Sahibi,Tasit,iOS,7,0
CUST-01171,19,89614,0.152,633,1.4,13269,60,0,0.624,Dogu Anadolu,Maasli,Lise,Kiraci,Borc Birlestirme,Android,18,0
CUST-01172,39,44173,0.020,558,10.6,8951,120,0,0.223,Ic Anadolu,Maasli,Onlisans,Aile Yaninda,Ihtiyac,Web,3,0
CUST-01173,53,79148,0.128,644,3.8,29384,36,2,0.432,Marmara,Maasli,Lisans,Ipotekli,Is Kurma,Android,14,0
CUST-01174,43,30197,0.520,719,22.9,5000,120,1,,Karadeniz,Serbest,Lise,Ipotekli,Ihtiyac,Android,15,0
CUST-01175,51,80714,0.639,669,0.4,43744,48,3,0.754,Akdeniz,Serbest,Lise,Ipotekli,Ihtiyac,Android,12,1
CUST-01176,28,53779,,658,5.9,16285,84,1,0.326,Marmara,Maasli,Lise,Kiraci,Ihtiyac,iOS,15,0
CUST-01177,18,43116,0.179,600,0.6,16025,60,1,0.290,Marmara,Maasli,,Ev Sahibi,Ihtiyac,Web,20,0
CUST-01178,40,56247,0.353,671,13.8,7867,48,4,0.630,Marmara,Maasli,Yuksek Lisans,Ipotekli,Egitim,Android,3,1
CUST-01179,18,58649,0.340,667,,27099,60,2,0.435,Karadeniz,Sozlesmeli,Lisans,Ev Sahibi,Saglik,Web,2,0
