Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Monthly_Debt,Credit_Score,Credit_History_Years,Num_Credit_Cards,Num_Late_Payments,Loan_Amount,Loan_Term_Months,Interest_Rate,Existing_Loans,Savings_Balance,Checking_Balance,Home_Ownership,Dependents,Years_at_Current_Job,Region,Monthly_Expenses,Debt_to_Income_Ratio,Utilization_Rate,Recent_Credit_Inquiries,Has_CoSigner,Previous_Default,Default
CUST-001949,28,Female,Divorced,Bachelor,Unemployed,25883.89,671.5,674.0,6.2,1,3,22160.87,48,4.88,2,7101.48,181.37,Rent,0,1.0,North,1284.75,0.3113,0.5098,1,No,0,0
CUST-001950,55,Female,Single,Bachelor,Salaried,44119.73,975.6,762.0,31.4,4,1,12787.48,36,7.72,3,0.0,-2164.08,Mortgage,1,21.4,North,1659.9,0.2654,0.426,4,No,1,0
CUST-001951,63,Female,Married,Doctorate,Salaried,63715.09,1390.6,705.0,41.4,2,0,14351.26,36,7.11,1,2806.39,3677.77,Own,2,17.9,East,1883.42,0.2619,0.3614,1,No,0,1
CUST-001952,45,Female,Single,High School,Salaried,29961.65,722.56,638.0,23.3,7,2,37890.76,36,11.34,1,12264.01,2563.53,Own,0,9.2,North,394.8,0.2894,0.347,1,No,1,0
CUST-001953,35,Male,Married,High School,Salaried,32440.34,1539.88,757.0,15.5,3,0,9133.34,24,5.19,3,2990.54,-762.38,Rent,0,0.3,West,1140.39,0.5696,0.3427,1,No,0,0
CUST-001954,39,Male,Married,Bachelor,Salaried,38746.31,1861.47,768.0,20.2,2,0,30188.06,60,4.72,2,9738.39,2117.55,Own,2,10.3,South,1615.38,0.5765,0.5341,1,No,0,0
CUST-001955,56,Female,Married,Master,Unemployed,21980.8,351.8,648.0,35.4,1,2,10308.38,84,5.72,1,,-992.7,Rent,1,0.3,North,423.97,0.1921,0.3533,0,No,0,0
CUST-001956,42,Male,Single,Master,Retired,37929.7,1627.1,703.0,20.2,4,0,17851.61,60,8.59,2,1325.79,-3500.0,Rent,1,8.2,East,944.55,0.5148,0.3214,1,Yes,0,0
CUST-001957,64,Male,Married,Bachelor,Retired,27075.9,1494.14,773.0,36.8,3,1,15806.21,24,5.56,0,5239.36,-2335.71,Own,1,22.6,Central,824.14,0.6622,0.5865,2,No,0,0
CUST-001958,37,Female,Married,Bachelor,Salaried,43405.57,142.79,708.0,14.2,4,1,4804.57,12,3.68,1,2647.74,2290.89,Rent,1,3.6,West,2158.86,0.0395,0.4117,1,No,0,0
CUST-001959,43,Female,Single,Bachelor,Contract,22487.1,1012.5,701.0,22.0,2,1,10615.3,60,4.57,2,704.29,2431.69,Mortgage,0,16.2,Central,535.65,0.5403,0.5746,1,No,0,0
CUST-001960,51,Female,Married,Associate,Self-employed,69527.66,812.15,710.0,28.7,7,0,14579.74,60,4.69,2,10341.16,5286.09,Own,2,12.8,South,2622.04,0.1402,0.2796,2,No,0,0
CUST-001961,59,Female,Divorced,Associate,Salaried,39546.86,704.34,728.0,38.9,5,0,17310.73,60,5.7,0,,,Mortgage,0,,South,1221.67,0.2137,0.8001,0,No,0,0
CUST-001962,54,Female,Married,Bachelor,Salaried,102756.71,2402.21,718.0,32.3,1,0,19621.35,36,5.26,1,1380.35,15757.96,Rent,1,4.6,Central,2012.3,0.2805,0.6057,0,No,0,1
CUST-001963,40,Male,Divorced,Bachelor,Salaried,56634.33,706.33,706.0,18.8,1,1,14307.67,24,7.98,1,2747.15,1609.6,Mortgage,0,2.3,West,2270.85,0.1497,0.2782,2,No,0,0
CUST-001964,56,Male,Married,High School,Retired,20970.73,481.05,664.0,30.3,3,0,13152.69,36,3.96,1,3893.91,2627.14,Mortgage,0,13.6,North,350.0,0.2753,0.3421,0,Yes,0,0
CUST-001965,37,Female,Married,Bachelor,Salaried,66846.1,2270.75,769.0,14.0,3,0,32981.37,60,3.9,4,794.36,-769.37,Rent,1,5.7,West,1591.26,0.4076,0.5415,1,Yes,0,0
CUST-001966,25,Male,Single,Associate,Salaried,86315.56,500.44,662.0,4.9,2,1,7189.46,24,6.6,2,3817.8,6772.71,Other,3,3.0,South,5196.93,0.0696,0.7271,2,No,0,0
CUST-001967,31,Female,Married,Associate,Self-employed,51828.28,1226.91,711.0,5.9,4,0,26979.36,84,8.45,1,1010.46,4314.71,Own,2,2.3,Central,1983.43,0.2841,0.7764,3,No,0,0
CUST-001968,55,Male,Married,Associate,Salaried,90329.07,1768.74,638.0,26.2,3,1,6471.06,60,13.0,7,7351.05,1762.57,Mortgage,1,15.1,South,5154.96,0.235,0.8335,0,Yes,1,0
CUST-001969,36,Female,Single,Bachelor,Salaried,,2164.45,761.0,16.7,3,1,10227.7,12,6.47,1,19161.85,8182.66,Mortgage,0,4.6,West,700.16,0.4131,0.8212,0,No,0,0
CUST-001970,18,Female,Married,High School,Self-employed,84346.62,954.23,752.0,0.0,2,0,16131.89,24,4.97,3,15516.71,393.27,Own,1,0.0,South,2775.65,0.1358,0.2332,2,No,0,0
CUST-001971,41,Male,Married,Associate,Salaried,63927.1,1652.29,716.0,14.1,4,0,43624.09,48,4.46,1,,6845.8,Rent,2,4.4,Central,3775.35,0.3102,0.7074,2,Yes,0,0
CUST-001972,55,Male,Divorced,Bachelor,Salaried,24881.44,210.45,715.0,33.7,3,1,5920.03,36,4.73,0,661.51,-965.28,Rent,1,13.8,South,1734.11,0.1015,0.6966,1,No,0,0
CUST-001973,47,Male,Single,High School,Salaried,22704.34,209.25,729.0,28.3,4,0,54311.04,60,4.15,1,1976.94,2971.91,Rent,2,9.1,Central,1125.93,0.1106,0.4923,2,No,0,1
CUST-001974,46,Female,Married,Master,Self-employed,19681.91,878.99,668.0,24.6,6,2,18947.88,72,7.03,2,5372.77,-820.1,Mortgage,3,13.8,South,627.37,0.5359,0.1821,1,Yes,0,1
CUST-001975,37,Female,Married,Associate,Salaried,40172.16,1601.46,728.0,11.3,3,2,35403.15,60,8.06,1,2732.51,2203.1,Own,2,6.0,West,2289.58,0.4784,0.168,2,Yes,0,0
CUST-001976,45,Male,Married,Bachelor,,52315.09,1747.46,768.0,22.4,4,0,24131.81,24,2.5,2,6797.52,1497.95,Rent,2,10.8,West,1332.48,0.4008,0.3475,0,No,0,0
CUST-001977,26,Female,Single,Master,Self-employed,32762.28,125.71,698.0,1.0,3,1,60572.98,24,5.9,0,2490.65,528.67,Own,0,5.2,North,857.71,0.046,0.4635,0,No,0,0
CUST-001978,33,Female,Married,Associate,Salaried,19454.56,678.57,774.0,13.2,1,0,19997.68,60,2.68,1,760.51,1544.25,Rent,2,11.8,North,783.77,0.4186,0.2267,3,No,0,0
CUST-001979,48,Female,Divorced,Bachelor,Contract,80709.23,1339.05,699.0,29.6,0,0,20070.15,48,6.53,0,30384.95,2927.89,Rent,1,17.6,West,4589.39,0.1991,0.7128,2,No,0,0
CUST-001980,28,Non-binary,Married,Associate,Contract,42717.25,888.65,807.0,3.6,3,0,14652.33,36,3.64,0,8169.79,4642.29,Mortgage,4,5.5,East,1066.87,0.2496,0.5917,0,No,0,0
CUST-001981,50,Female,Divorced,Doctorate,Salaried,149116.85,2648.11,669.0,26.4,4,1,13923.61,60,8.26,1,7778.95,14717.04,Mortgage,1,20.1,North,6351.16,0.2131,0.449,0,No,0,0
CUST-001982,30,Female,Married,Master,Self-employed,35145.36,983.11,761.0,10.5,4,0,15797.71,36,5.07,0,1616.58,1061.59,Other,0,8.3,Central,419.52,0.3357,0.3733,1,No,0,0
CUST-001983,28,Non-binary,Single,Bachelor,Salaried,39818.82,1182.47,674.0,8.4,4,1,68761.04,36,5.52,2,3821.61,-2667.06,Own,1,2.6,East,1755.58,0.3564,0.7721,2,No,0,1
CUST-001984,54,Female,Divorced,High School,Salaried,72042.14,2134.95,768.0,30.7,1,0,38473.12,36,3.47,2,17505.04,5447.88,Mortgage,0,23.5,South,4392.49,0.3556,0.2273,2,No,0,0
CUST-001985,52,Female,Married,Master,Contract,54407.66,1221.1,692.0,29.4,5,2,21235.44,60,7.44,1,13671.69,5488.37,Mortgage,1,12.0,West,1505.9,0.2693,0.2841,2,No,0,0
CUST-001986,42,Female,Married,Bachelor,Salaried,36266.54,618.56,691.0,17.0,4,0,8369.63,60,7.65,1,4573.59,1939.14,Own,3,0.9,Central,1166.18,0.2047,0.9299,0,No,0,0
CUST-001987,31,Female,Single,High School,Self-employed,43028.69,564.2,731.0,9.4,6,0,25101.51,36,7.49,2,12791.4,372.93,Mortgage,0,6.1,South,2166.87,0.1573,0.6983,1,No,0,0
CUST-001988,42,Female,Single,High School,Salaried,51963.32,1979.41,629.0,21.2,2,3,21739.61,84,9.28,1,1149.3,193.58,Mortgage,0,16.2,West,1306.37,0.4571,0.8882,1,Yes,1,0
CUST-001989,39,Female,Single,High School,Self-employed,41249.8,958.81,465.0,17.0,0,5,12052.88,36,14.84,0,4845.27,1198.75,Rent,0,11.8,North,1150.78,0.2789,0.7735,1,No,1,1
CUST-001990,37,Female,Single,Associate,Contract,35949.14,1099.47,,15.8,2,1,24071.0,12,8.22,1,1527.02,-344.6,Mortgage,0,8.2,South,787.4,0.367,0.305,2,No,0,0
CUST-001991,42,Male,Married,Master,Salaried,83237.88,2207.84,649.0,23.3,4,1,7567.26,36,8.13,1,7605.19,-989.49,Mortgage,0,9.0,North,4363.05,0.3183,0.4618,1,Yes,0,0
CUST-001992,47,Female,Married,Bachelor,Unemployed,10439.57,303.44,591.0,26.8,4,2,9740.68,60,10.74,0,372.22,969.75,Own,1,1.8,West,416.69,0.3488,0.2463,1,Yes,1,0
CUST-001993,39,Female,Single,Bachelor,Contract,19054.62,525.78,671.0,20.2,4,1,47694.45,48,9.44,0,14.0,1037.39,Own,1,4.8,Central,616.47,0.3311,0.8108,0,No,0,0
CUST-001994,58,Male,Married,Master,Unemployed,24588.5,1180.29,608.0,30.6,3,3,12513.61,36,12.63,2,3411.94,834.0,Rent,0,0.4,Central,800.54,0.576,,1,No,1,1
CUST-001995,40,Male,Single,Associate,Contract,31395.95,2157.48,710.0,17.9,3,0,44057.66,60,7.35,3,3995.51,-462.96,Mortgage,0,2.9,South,834.13,0.8246,0.6943,1,Yes,0,0
CUST-001996,44,Female,Single,Master,Unemployed,20586.98,307.69,698.0,17.3,2,1,11053.24,84,5.27,0,2174.39,1456.68,Rent,2,1.6,Central,1406.04,0.1794,0.4354,2,No,0,0
CUST-001997,32,Female,Single,Master,Salaried,40118.57,890.11,578.0,10.3,1,3,10479.56,24,13.89,0,1621.64,2749.67,Mortgage,0,3.1,East,1473.01,0.2662,0.5073,2,No,1,1
CUST-001998,20,Female,Married,Doctorate,Unemployed,,1082.46,617.0,0.0,1,3,25912.94,24,7.85,2,1525.89,3685.4,Own,2,0.1,West,1530.44,0.5097,0.7294,1,No,0,1
CUST-001999,45,Male,Married,High School,Salaried,73843.48,2497.83,639.0,25.8,3,0,18631.41,60,6.36,1,27267.66,,Rent,1,18.2,North,3268.07,0.4059,0.576,2,No,0,1
CUST-002000,45,Female,Married,Bachelor,Self-employed,71250.54,2394.9,726.0,22.6,5,0,18977.25,36,5.43,3,21517.46,6682.86,Rent,4,17.8,Central,3682.3,0.4033,0.1674,2,No,0,0
CUST-002001,43,Female,Single,Master,Salaried,41578.85,1309.18,731.0,22.9,3,1,7322.42,48,3.07,0,5368.17,339.12,Rent,0,2.7,South,1369.58,0.3778,0.3175,2,No,0,0
CUST-002002,20,Female,Single,Bachelor,Salaried,53005.56,2894.01,720.0,0.0,3,0,23140.89,60,5.27,2,6956.84,7500.28,Mortgage,0,0.9,Central,1525.88,0.6552,0.2313,2,No,0,0
CUST-002003,53,Male,Single,High School,Salaried,33631.71,794.1,742.0,32.5,5,1,14235.4,72,4.46,2,3154.45,1209.59,Own,2,20.9,South,1200.97,0.2833,0.6876,1,No,0,0
CUST-002004,29,Female,Married,Bachelor,Salaried,77611.29,2772.4,698.0,9.0,4,2,30830.95,60,7.35,3,11336.87,3326.36,Rent,2,2.2,West,3063.2,0.4287,0.8247,1,No,0,0
CUST-002005,45,Female,Divorced,Bachelor,Salaried,80908.32,2446.4,667.0,25.0,3,2,43973.45,36,8.99,3,419.44,1934.34,Mortgage,0,15.7,South,2317.3,0.3628,0.5871,2,No,0,0
CUST-002006,21,Male,Widowed,High School,Self-employed,49399.34,304.64,759.0,1.2,8,0,22620.88,60,9.94,0,4644.22,484.05,Rent,1,1.2,East,1405.99,0.074,0.5798,0,Yes,0,0
CUST-002007,36,Male,Married,Doctorate,Salaried,65466.82,603.74,701.0,12.5,7,0,27426.11,60,7.83,2,8459.71,2555.75,Mortgage,2,7.7,West,1777.1,0.1107,0.8788,1,Yes,0,0
CUST-002008,55,Male,Married,Associate,Salaried,57999.87,1428.69,784.0,32.4,3,0,13371.74,72,2.5,1,5893.19,6282.08,Rent,0,4.2,North,3135.55,0.2956,0.368,0,No,0,0
CUST-002009,39,Male,Widowed,Master,Salaried,59604.32,642.31,602.0,16.9,2,3,10409.26,60,13.15,1,20684.25,11134.79,Own,3,1.7,South,3932.03,0.1293,0.5581,2,No,1,0
CUST-002010,33,Male,Single,Associate,Salaried,31084.72,584.59,732.0,12.4,2,1,16368.53,36,6.79,1,1644.03,,Other,0,2.5,West,1795.67,0.2257,0.2419,0,No,0,0
CUST-002011,34,Male,Divorced,Master,Retired,110531.18,2987.42,594.0,11.3,1,3,13148.09,36,8.19,3,26157.48,7136.79,Rent,0,5.6,West,5836.52,0.3243,0.5122,5,No,1,0
CUST-002012,61,Male,Married,Master,Salaried,44461.53,737.63,625.0,39.6,4,1,29361.34,60,7.8,0,1596.01,1680.23,Other,4,,Central,1379.83,0.1991,0.6627,1,No,0,0
CUST-002013,25,Male,Single,High School,Salaried,97189.99,3383.63,696.0,3.4,4,1,15212.81,60,8.1,0,18154.84,8392.83,Rent,0,1.8,East,3696.04,0.4178,0.5953,0,No,0,0
CUST-002014,43,Female,Married,Master,Salaried,56522.88,1910.73,747.0,17.7,5,2,25237.19,36,3.07,3,1158.56,2058.52,Mortgage,0,6.4,East,1431.6,0.4057,0.9452,3,No,0,0
CUST-002015,29,Female,Married,Bachelor,Salaried,66538.56,1758.82,655.0,8.8,4,0,7297.47,60,5.33,0,11542.49,4437.08,Rent,2,2.8,South,3186.32,0.3172,0.8402,1,Yes,0,0
CUST-002016,19,Male,Married,Associate,Retired,12664.53,601.35,732.0,0.1,7,0,67440.94,60,10.24,2,928.32,1373.75,Own,1,0.6,South,744.84,0.5698,0.4705,1,No,0,0
CUST-002017,46,Male,Married,High School,Unemployed,7000.0,646.73,700.0,20.2,3,2,12370.69,60,6.67,3,0.0,-61.06,Own,2,0.7,North,554.24,1.1087,0.7035,2,Yes,0,1
CUST-002018,25,Male,Widowed,High School,Salaried,33338.64,774.14,722.0,5.9,4,0,5365.0,48,6.14,0,3424.79,3384.0,Mortgage,0,2.4,East,1261.0,0.2786,0.7051,2,No,0,0
CUST-002019,36,Male,Widowed,High School,Salaried,55629.35,1138.66,659.0,17.0,3,2,16985.48,84,11.04,1,10638.89,2927.43,Rent,0,7.4,North,2332.94,0.2456,0.9047,2,Yes,1,0
CUST-002020,41,Female,Divorced,High School,Unemployed,17025.63,784.97,678.0,18.9,3,1,10320.49,36,4.57,1,488.55,-377.42,Rent,0,1.2,North,811.69,0.5533,0.6136,1,No,0,0
CUST-002021,37,Male,Married,Associate,Salaried,72775.09,1067.71,711.0,16.2,2,0,4147.81,60,4.34,0,37963.94,5337.92,Own,0,5.8,Central,2019.53,0.1761,0.2709,1,Yes,0,0
CUST-002022,25,Male,Married,High School,Salaried,33651.96,1255.97,637.0,2.7,5,1,5259.68,36,9.78,1,3403.53,,Own,0,1.8,Central,1174.43,0.4479,0.2819,3,No,0,1
CUST-002023,69,Female,Single,Bachelor,Salaried,83841.46,1425.35,710.0,44.5,0,0,19870.52,60,6.88,2,35849.52,4081.32,Rent,1,,Central,1934.6,0.204,0.3123,1,No,0,0
CUST-002024,53,Male,Widowed,Master,Salaried,116033.94,2280.35,683.0,31.8,3,1,7505.33,48,6.41,1,4668.33,-3500.0,Own,0,7.8,North,3457.76,0.2358,0.3212,2,No,0,0
CUST-002025,50,Male,Married,Master,Self-employed,72720.09,468.7,670.0,29.6,5,1,32004.02,36,5.94,0,9278.04,6408.89,Rent,0,4.3,South,4280.92,0.0773,0.4126,2,Yes,0,0
CUST-002026,45,Male,Married,High School,Salaried,53954.56,2911.9,724.0,24.0,2,0,32258.08,60,8.09,1,19923.47,3874.31,Own,1,19.8,West,1948.54,0.6476,0.2838,1,No,0,0
CUST-002027,43,Male,Married,Bachelor,Salaried,64260.15,791.55,656.0,24.1,3,2,16059.56,60,9.69,2,655.33,3163.0,Rent,0,15.3,South,1743.54,0.1478,0.36,0,Yes,0,0
CUST-002028,33,Male,Single,Master,Salaried,80271.86,2621.04,677.0,13.0,3,0,7874.1,60,12.19,1,2170.78,324.55,Mortgage,0,9.1,West,2938.43,0.3918,0.4055,1,Yes,0,0
CUST-002029,48,Male,Divorced,Bachelor,Contract,40851.16,463.14,760.0,29.6,2,0,31172.12,12,3.18,3,551.93,2019.97,Own,0,13.1,East,2298.41,0.136,0.4947,4,No,0,0
CUST-002030,54,Female,Single,High School,Contract,45777.43,1732.38,589.0,33.6,2,2,22614.16,36,8.25,2,247.39,1547.66,Rent,0,31.5,Central,1032.55,0.4541,0.3226,1,No,0,0
CUST-002031,41,Male,Married,Master,Unemployed,33806.79,725.06,636.0,14.1,2,3,19620.06,60,7.01,0,9410.35,3179.48,Rent,1,1.4,Central,1759.09,0.2574,0.7774,1,Yes,0,0
CUST-002032,27,Male,Married,Bachelor,Salaried,85938.65,1925.05,776.0,7.8,4,1,137220.19,36,3.8,2,,10445.62,Mortgage,0,0.9,North,4078.05,0.2688,0.86,2,No,0,0
CUST-002033,29,Female,Married,High School,Salaried,54082.96,2926.5,731.0,5.2,1,0,38965.89,36,5.53,2,8043.51,140.86,Own,1,6.7,North,2592.09,0.6493,0.7992,1,No,0,1
CUST-002034,21,Female,Divorced,Associate,,60639.89,1385.29,698.0,2.2,2,0,7821.25,72,5.67,2,15729.85,3988.08,Mortgage,1,0.5,North,2361.56,0.2741,0.7258,1,Yes,0,0
CUST-002035,44,Male,Married,Bachelor,Salaried,50022.3,1340.09,750.0,22.1,4,0,13206.34,48,4.86,4,3575.07,2782.11,Rent,1,6.3,South,1982.8,0.3215,0.578,3,No,0,0
CUST-002036,69,Male,Single,Bachelor,,82623.95,2799.81,680.0,49.5,6,1,16432.1,12,6.86,1,10970.79,3676.42,Mortgage,0,19.7,South,4385.9,0.4066,0.8478,2,Yes,0,1
CUST-002037,25,Male,Married,High School,Contract,52227.39,886.57,735.0,5.7,1,0,12310.73,24,4.38,1,4678.93,4353.55,Mortgage,0,0.5,South,2490.51,0.2037,0.2984,1,No,0,0
CUST-002038,48,Male,Divorced,Bachelor,Salaried,70233.71,940.54,700.0,28.3,3,0,19479.69,36,7.3,2,4281.82,2349.63,Rent,0,8.0,North,4828.95,0.1607,0.1338,0,Yes,0,0
CUST-002039,37,Male,Married,Bachelor,Contract,65764.85,289.57,623.0,13.7,3,4,54057.0,60,11.47,2,3967.52,4991.33,Rent,3,2.6,North,1738.58,0.0528,0.7616,0,No,1,1
CUST-002040,55,Male,Divorced,Associate,Self-employed,63907.8,2059.7,472.0,33.0,1,6,79907.06,84,14.28,1,3878.61,-2223.42,Rent,1,20.7,Central,2508.92,0.3868,0.7097,1,No,1,1
CUST-002041,59,Female,Single,Bachelor,Self-employed,49526.72,548.9,667.0,39.6,3,1,123970.12,36,9.44,2,7461.78,5720.33,Rent,0,11.9,East,591.41,0.133,0.4618,0,No,0,0
CUST-002042,42,Female,Married,Bachelor,Salaried,19195.46,459.58,651.0,23.3,5,0,14573.74,60,6.42,3,3277.99,2340.11,Mortgage,1,23.0,Central,1225.44,0.2873,0.1077,4,Yes,0,0
CUST-002043,33,Male,Married,Bachelor,Contract,129677.69,6238.02,725.0,13.5,1,0,70368.97,36,7.69,4,14421.66,5464.58,Mortgage,1,9.0,Central,6882.21,0.5772,0.4268,3,No,0,0
CUST-002044,29,Female,Married,Bachelor,Salaried,,1865.38,620.0,2.3,2,2,13022.18,48,9.21,0,364.05,1829.18,Mortgage,3,5.0,North,2213.78,0.6505,0.7293,0,Yes,0,0
CUST-002045,30,Female,Divorced,Associate,Salaried,81223.06,1857.55,697.0,9.0,3,0,48989.84,60,7.55,1,726.89,5098.67,Rent,1,6.9,South,1592.44,0.2744,0.2513,0,No,0,0
CUST-002046,18,Male,Single,Master,Unemployed,24454.43,373.61,743.0,0.0,3,1,40619.07,60,3.49,0,983.2,-1934.91,Rent,1,0.0,Central,982.94,0.1833,0.118,1,No,0,0
CUST-002047,39,Female,Single,Associate,Retired,44078.12,1333.45,672.0,19.9,2,1,33411.86,36,3.31,4,1868.92,-3500.0,Rent,2,3.0,East,1251.08,0.363,0.4378,3,No,0,1
CUST-002048,39,Male,Married,Associate,Salaried,32606.75,363.82,669.0,15.6,0,2,3786.57,72,5.43,1,932.97,-1397.48,Own,1,10.1,West,1748.33,0.1339,0.1673,2,No,0,0
CUST-002049,43,Female,Married,Master,Self-employed,69822.25,1131.9,731.0,20.0,2,0,63694.34,60,5.05,3,1027.28,10402.54,Rent,1,18.7,East,3149.26,0.1945,0.0481,0,No,0,0
CUST-002050,54,Male,Divorced,Bachelor,Contract,19822.97,707.08,729.0,33.8,2,1,11859.01,48,7.27,0,2193.81,1059.73,Rent,0,19.7,Central,923.84,0.428,0.6754,0,Yes,0,0
CUST-002051,35,Female,Single,Bachelor,Salaried,52143.25,2523.15,719.0,6.6,1,1,8088.29,24,6.88,0,2143.08,1693.64,Mortgage,1,2.5,South,1485.15,0.5807,0.3389,1,No,0,0
CUST-002052,67,Female,Single,Master,Self-employed,52441.38,1478.14,724.0,44.5,1,0,46268.29,48,9.11,0,2740.54,2471.74,Own,0,14.5,South,1089.44,0.3382,0.4389,1,No,0,0
CUST-002053,45,Female,Single,Bachelor,Salaried,915664.18,4918.97,682.0,26.6,1,0,31305.99,48,4.47,0,64086.42,-269.4,Rent,0,6.4,North,5164.95,0.353,0.2196,3,No,0,0
CUST-002054,55,Non-binary,Widowed,Master,Contract,75308.72,1515.79,743.0,33.3,1,0,27035.89,36,3.16,0,27943.12,-3500.0,Mortgage,2,16.7,West,1780.08,0.2415,0.4738,1,No,0,0
CUST-002055,43,Male,Married,Bachelor,Self-employed,37418.37,769.29,660.0,23.1,3,2,50924.71,48,7.32,0,508.3,1356.35,Mortgage,2,11.0,North,1487.78,0.2467,0.2932,0,No,0,0
CUST-002056,64,Female,Married,Master,Self-employed,122060.24,6348.09,,39.9,8,0,15997.69,36,4.34,3,42769.34,4170.4,Mortgage,1,14.2,Central,1580.71,0.6241,0.636,2,No,0,0
CUST-002057,63,Female,Married,Associate,Retired,42736.9,1462.67,727.0,35.9,5,0,19849.83,48,5.33,1,627.96,5848.59,Rent,1,35.5,Central,1292.44,0.4107,0.4077,1,No,0,0
CUST-002058,63,Female,Married,High School,Salaried,19329.16,519.29,732.0,44.1,5,0,13860.72,60,7.04,2,2255.56,662.09,Mortgage,1,21.7,South,932.43,0.3224,0.1073,1,No,0,0
CUST-002059,50,Female,Married,Associate,Unemployed,30907.47,1284.22,774.0,25.2,4,0,15761.94,72,6.5,1,303.42,-966.03,Mortgage,2,1.7,North,1430.84,0.4986,0.4876,0,No,0,0
CUST-002060,28,Male,Single,High School,Salaried,24272.88,1322.92,676.0,6.7,5,0,49806.37,60,8.77,2,1920.47,-799.24,Rent,0,2.3,South,426.36,0.654,0.4956,0,No,0,1
CUST-002061,62,Male,Married,Bachelor,Salaried,44951.15,789.46,678.0,41.7,0,1,38184.05,36,8.49,1,7718.64,2372.14,Rent,1,12.6,East,1294.89,0.2108,0.3021,1,Yes,1,0
CUST-002062,43,Male,Single,Master,Self-employed,137392.52,2755.97,590.0,20.8,6,2,12754.33,60,9.96,2,20577.88,2791.76,Rent,0,17.9,West,5378.08,0.2407,0.6614,4,No,1,0
CUST-002063,63,Male,Single,High School,Salaried,38173.93,659.71,713.0,43.6,5,0,7836.25,36,5.43,3,13675.55,2796.71,Mortgage,0,19.6,Central,1608.9,0.2074,0.2853,1,Yes,0,0
CUST-002064,59,Female,Single,High School,Salaried,77597.31,1977.4,785.0,28.6,7,1,5434.25,60,5.9,1,4105.89,7220.8,Mortgage,0,1.8,North,2578.7,0.3058,0.7074,2,No,0,0
CUST-002065,37,Male,Married,Bachelor,Contract,82996.92,2166.83,634.0,9.6,2,0,18342.44,36,7.38,0,20144.7,8068.61,Other,2,6.8,North,4170.73,0.3133,0.1781,2,No,0,0
CUST-002066,26,Female,Married,Master,Salaried,118988.95,4216.83,787.0,6.4,1,0,21827.99,12,6.46,0,,7169.66,Mortgage,0,1.8,Central,6834.54,0.4253,0.3072,2,No,0,0
CUST-002067,44,Male,Married,Bachelor,Salaried,52856.88,1229.89,740.0,20.0,5,0,11763.57,48,2.5,3,14982.56,-381.32,Mortgage,2,15.2,North,2558.1,0.2792,0.596,3,No,0,0
CUST-002068,32,Male,Married,Associate,Unemployed,19780.89,526.76,647.0,13.0,5,2,10028.55,36,10.96,2,0.0,1805.54,Rent,1,0.8,West,752.8,0.3196,0.8495,1,No,1,1
CUST-002069,43,Female,Married,Bachelor,Self-employed,19166.48,201.11,712.0,21.1,2,0,5964.59,24,8.67,1,922.58,633.31,Rent,1,12.1,South,444.17,0.1259,,0,No,0,1
CUST-002070,55,Female,Divorced,Bachelor,Salaried,87394.62,3133.71,,35.0,1,0,37942.9,24,3.4,1,7111.1,-3500.0,Rent,0,8.4,West,1552.16,0.4303,0.3911,0,Yes,0,0
CUST-002071,27,Female,Married,Master,Salaried,78506.08,3335.13,700.0,5.4,1,0,2543.2,60,6.1,1,2742.61,3170.18,Other,2,2.0,North,4573.25,0.5098,0.3218,0,No,1,0
CUST-002072,42,Female,Married,Bachelor,Contract,105516.42,4556.14,729.0,19.9,3,0,25459.08,24,6.05,1,13612.96,9644.82,Other,0,7.1,East,4857.7,0.5182,0.3674,1,No,0,0
CUST-002073,36,Female,Married,Master,Contract,,2319.9,682.0,13.9,1,3,9390.57,48,8.81,2,4325.89,559.05,Rent,2,14.8,South,838.77,0.5496,0.4521,3,No,0,0
CUST-002074,33,Female,Married,Master,Unemployed,12668.49,435.05,640.0,8.2,5,1,17642.89,60,10.21,1,161.32,1044.42,Rent,0,0.3,East,413.89,0.4121,0.5858,4,Yes,0,0
CUST-002075,51,Male,Married,Bachelor,Salaried,101315.19,3545.23,766.0,28.9,4,1,8664.44,36,2.5,4,807.27,16944.48,Rent,1,11.4,East,4726.73,0.4199,0.3581,1,No,0,0
CUST-002076,61,Female,Divorced,Doctorate,Unemployed,46941.17,1763.14,746.0,34.9,4,0,3323.05,36,3.58,2,4718.65,2194.02,Mortgage,0,3.8,Central,1351.17,0.4507,0.5509,2,Yes,0,0
CUST-002077,49,Male,Married,High School,Salaried,35937.52,540.5,619.0,30.3,3,3,16018.65,24,9.07,0,3361.72,1833.25,Own,0,5.7,West,1359.88,0.1805,0.4159,0,No,1,0
CUST-002078,53,Male,Divorced,Bachelor,Unemployed,14197.37,469.04,543.0,33.7,3,4,14855.86,48,10.4,0,0.0,-358.01,Mortgage,1,1.7,Central,665.4,0.3964,0.6273,1,No,1,1
CUST-002079,55,Female,Single,Associate,Salaried,61558.36,577.47,778.0,32.8,5,0,22049.65,60,2.5,3,9385.85,5613.99,Mortgage,0,9.8,West,2893.39,0.1126,0.2702,0,No,0,0
CUST-002080,45,Female,Married,Master,Unemployed,32058.93,470.15,605.0,23.2,4,3,2505.54,48,9.93,2,0.0,-1273.18,Rent,0,1.5,Central,542.72,0.176,0.6546,2,No,0,1
